I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-9, 0, 9, 4, -9, 4, 0, -39, -92, -551, -195, -370, 
-9, 0, 9, 4, -9, 4, 0, -48, -97, -556, -195, -370, 
-19, -9, 9, 14, -14, 0, 9, -58, -102, -556, -204, -370, 
-19, -9, 9, 14, -14, 0, 9, -58, -107, -556, -204, -370, 
-19, -9, 9, 14, -14, 0, 9, -58, -112, -556, -204, -370, 
-19, -9, 9, 14, -14, 0, 9, -58, -117, -556, -204, -370, 
-29, -9, 19, 19, -24, 4, 4, -63, -126, -566, -209, -361, 
-29, -9, 19, 19, -24, 4, 0, -68, -126, -566, -214, -361, 
-29, -9, 19, 19, -24, 4, -4, -73, -126, -566, -219, -361, 
-29, -9, 19, 19, -24, 4, -9, -78, -126, -566, -224, -361, 
-29, 0, 29, 14, -29, 14, 0, -87, -117, -556, -224, -361, 
-29, 0, 29, 14, -29, 14, 0, -87, -117, -556, -224, -361, 
-29, 0, 29, 14, -29, 14, 0, -87, -117, -556, -224, -361, 
-29, 0, 29, 14, -29, 14, 0, -87, -117, -556, -224, -361, 
-19, 0, 19, 9, -19, 9, 0, -97, -126, -556, -214, -351, 
-19, 0, 19, 9, -19, 9, 0, -97, -126, -556, -214, -351, 
-19, 0, 19, 9, -19, 9, 0, -97, -126, -556, -214, -351, 
-19, 0, 19, 9, -19, 9, 0, -97, -126, -556, -214, -351, 
-24, -4, 19, 14, -21, 7, 0, -97, -126, -561, -214, -351, 
-29, -9, 19, 19, -24, 4, 0, -97, -126, -566, -214, -351, 
-34, -14, 19, 24, -26, 2, 0, -97, -126, -570, -214, -351, 
-39, -19, 19, 29, -29, 0, 0, -97, -126, -575, -214, -351, 
-29, -19, 9, 24, -19, -4, -9, -97, -117, -570, -214, -341, 
-29, -19, 9, 24, -19, -4, -9, -97, -117, -566, -214, -341, 
-29, -19, 9, 24, -19, -4, -9, -97, -117, -561, -214, -341, 
-29, -19, 9, 24, -19, -4, -9, -97, -117, -556, -214, -341, 
-29, -19, 9, 24, -19, -4, -4, -97, -117, -566, -224, -341, 
-29, -19, 9, 24, -19, -4, 0, -97, -117, -566, -224, -341, 
-29, -19, 9, 24, -19, -4, 4, -97, -117, -566, -224, -341, 
-29, -19, 9, 24, -19, -4, 9, -97, -117, -566, -224, -341, 
-39, -19, 19, 29, -29, 0, 0, -107, -122, -580, -239, -331, 
-39, -19, 19, 29, -29, 0, 0, -107, -126, -585, -244, -331, 
-39, -19, 19, 29, -29, 0, 0, -107, -131, -590, -248, -331, 
-39, -19, 19, 29, -29, 0, 0, -107, -136, -595, -253, -331, 
-48, -19, 29, 34, -39, 4, 0, -107, -136, -605, -263, -341, 
-48, -19, 29, 34, -39, 4, 0, -107, -136, -605, -263, -341, 
-48, -19, 29, 34, -39, 4, 0, -107, -136, -605, -263, -341, 
-48, -19, 29, 34, -39, 4, 0, -107, -136, -605, -263, -341, 
-39, -19, 19, 29, -29, 0, 0, -107, -136, -595, -253, -331, 
-39, -19, 19, 29, -29, 0, 0, -107, -136, -595, -253, -331, 
-39, -19, 19, 29, -29, 0, 0, -107, -136, -595, -253, -331, 
-39, -19, 19, 29, -29, 0, 0, -107, -136, -595, -253, -331, 
-39, -29, 9, 34, -24, -9, 0, -107, -136, -595, -244, -322, 
-39, -29, 9, 34, -24, -9, 0, -107, -136, -595, -244, -322, 
-39, -29, 9, 34, -24, -9, 0, -107, -136, -595, -244, -322, 
-39, -29, 9, 34, -24, -9, 0, -107, -136, -595, -244, -322, 
-48, -29, 19, 39, -34, -4, 0, -117, -146, -605, -253, -312, 
-48, -29, 19, 39, -34, -4, 0, -117, -146, -605, -253, -312, 
-48, -29, 19, 39, -34, -4, 0, -117, -146, -605, -253, -312, 
-48, -29, 19, 39, -34, -4, 0, -117, -146, -605, -253, -312, 
-39, -39, 0, 39, -19, -19, 0, -107, -146, -595, -244, -302, 
-39, -39, 0, 39, -19, -19, 0, -107, -146, -595, -244, -302, 
-39, -39, 0, 39, -19, -19, 0, -107, -146, -595, -244, -302, 
-39, -39, 0, 39, -19, -19, 0, -107, -146, -595, -244, -302, 
-39, -29, 9, 34, -24, -9, 9, -117, -146, -605, -244, -312, 
-39, -29, 9, 34, -24, -9, 9, -117, -146, -605, -244, -312, 
-39, -29, 9, 34, -24, -9, 9, -117, -146, -605, -244, -312, 
-39, -29, 9, 34, -24, -9, 9, -117, -146, -605, -244, -312, 
-39, -39, 0, 39, -19, -19, 0, -126, -156, -605, -248, -322, 
-39, -39, 0, 39, -19, -19, 0, -126, -156, -605, -253, -322, 
-39, -39, 0, 39, -19, -19, 0, -126, -156, -605, -258, -322, 
-39, -39, 0, 39, -19, -19, 0, -126, -156, -605, -263, -322, 
-48, -48, 0, 48, -24, -24, -9, -117, -165, -614, -273, -317, 
-48, -48, 0, 48, -24, -24, -9, -117, -165, -614, -273, -312, 
-48, -48, 0, 48, -24, -24, -9, -117, -165, -614, -273, -307, 
-48, -48, 0, 48, -24, -24, -9, -117, -165, -614, -273, -302, 
-39, -43, -4, 41, -17, -24, 0, -117, -165, -619, -278, -312, 
-39, -39, 0, 39, -19, -19, 0, -117, -165, -624, -283, -312, 
-39, -34, 4, 36, -21, -14, 0, -117, -165, -629, -287, -312, 
-39, -29, 9, 34, -24, -9, 0, -117, -165, -634, -292, -312, 
-48, -34, 14, 41, -31, -9, 0, -126, -165, -629, -283, -312, 
-48, -39, 9, 43, -29, -14, 0, -126, -165, -624, -283, -312, 
-48, -43, 4, 46, -26, -19, 0, -126, -165, -619, -283, -312, 
-48, -48, 0, 48, -24, -24, 0, -126, -165, -614, -283, -312, 
-48, -58, -9, 53, -19, -34, 9, -126, -170, -614, -278, -312, 
-48, -58, -9, 53, -19, -34, 9, -126, -175, -614, -273, -312, 
-48, -58, -9, 53, -19, -34, 9, -126, -180, -614, -268, -312, 
-48, -58, -9, 53, -19, -34, 9, -126, -185, -614, -263, -312, 
-39, -53, -14, 46, -12, -34, 4, -136, -175, -624, -268, -312, 
-39, -48, -9, 43, -14, -29, 0, -136, -175, -624, -273, -312, 
-39, -43, -4, 41, -17, -24, -4, -136, -175, -624, -278, -312, 
-39, -39, 0, 39, -19, -19, -9, -136, -175, -624, -283, -312, 
-48, -39, 9, 43, -29, -14, -9, -136, -180, -634, -292, -312, 
-48, -39, 9, 43, -29, -14, -9, -136, -185, -634, -292, -312, 
-48, -39, 9, 43, -29, -14, -9, -136, -190, -634, -292, -312, 
-48, -39, 9, 43, -29, -14, -9, -136, -195, -634, -292, -312, 
-48, -43, 4, 46, -26, -19, -9, -136, -190, -629, -287, -302, 
-48, -48, 0, 48, -24, -24, -9, -136, -185, -624, -283, -302, 
-48, -53, -4, 51, -21, -29, -9, -136, -180, -619, -278, -302, 
-48, -58, -9, 53, -19, -34, -9, -136, -175, -614, -273, -302, 
-48, -68, -19, 58, -14, -43, -9, -136, -175, -605, -268, -312, 
-48, -68, -19, 58, -14, -43, -9, -136, -175, -605, -263, -312, 
-48, -68, -19, 58, -14, -43, -9, -136, -175, -605, -258, -312, 
-48, -68, -19, 58, -14, -43, -9, -136, -175, -605, -253, -312, 
-58, -58, 0, 58, -29, -29, -9, -136, -180, -614, -258, -312, 
-58, -58, 0, 58, -29, -29, -9, -136, -185, -614, -263, -312, 
-58, -58, 0, 58, -29, -29, -9, -136, -190, -614, -268, -312, 
-58, -58, 0, 58, -29, -29, -9, -136, -195, -614, -273, -312, 
-48, -48, 0, 48, -24, -24, 0, -136, -185, -624, -278, -312, 
-48, -48, 0, 48, -24, -24, 0, -136, -185, -624, -283, -312, 
-48, -48, 0, 48, -24, -24, 0, -136, -185, -624, -287, -312, 
-48, -48, 0, 48, -24, -24, 0, -136, -185, -624, -292, -312, 
-53, -53, 0, 53, -26, -26, -9, -141, -190, -624, -292, -322, 
-58, -58, 0, 58, -29, -29, -9, -146, -195, -624, -292, -322, 
-63, -63, 0, 63, -31, -31, -9, -151, -200, -624, -292, -322, 
-68, -68, 0, 68, -34, -34, -9, -156, -204, -624, -292, -322, 
-63, -58, 4, 61, -34, -26, 0, -151, -195, -610, -287, -317, 
-58, -58, 0, 58, -29, -29, 0, -146, -195, -605, -283, -312, 
-53, -58, -4, 56, -24, -31, 0, -141, -195, -600, -278, -307, 
-48, -58, -9, 53, -19, -34, 0, -136, -195, -595, -273, -302, 
-48, -58, -9, 53, -19, -34, 0, -146, -204, -605, -283, -302, 
-48, -58, -9, 53, -19, -34, 0, -146, -204, -605, -283, -302, 
-48, -58, -9, 53, -19, -34, 0, -146, -204, -605, -283, -302, 
-48, -58, -9, 53, -19, -34, 0, -146, -204, -605, -283, -302, 
-58, -58, 0, 58, -29, -29, 0, -156, -204, -614, -287, -302, 
-58, -58, 0, 58, -29, -29, 0, -156, -204, -614, -292, -302, 
-58, -58, 0, 58, -29, -29, 0, -156, -204, -614, -297, -302, 
-58, -58, 0, 58, -29, -29, 0, -156, -204, -614, -302, -302, 
-48, -48, 0, 48, -24, -24, 0, -146, -204, -605, -297, -292, 
-48, -48, 0, 48, -24, -24, 0, -146, -204, -605, -292, -292, 
-48, -48, 0, 48, -24, -24, 0, -146, -204, -605, -287, -292, 
-48, -48, 0, 48, -24, -24, 0, -146, -204, -605, -283, -292, 
-48, -58, -9, 53, -19, -34, -9, -146, -200, -590, -268, -283, 
-48, -58, -9, 53, -19, -34, -9, -146, -195, -585, -263, -283, 
-48, -58, -9, 53, -19, -34, -9, -146, -190, -580, -258, -283, 
-48, -58, -9, 53, -19, -34, -9, -146, -185, -575, -253, -283, 
-58, -48, 9, 53, -34, -19, -9, -156, -195, -580, -258, -283, 
-58, -48, 9, 53, -34, -19, -9, -156, -195, -585, -263, -283, 
-58, -48, 9, 53, -34, -19, -9, -156, -195, -590, -268, -283, 
-58, -48, 9, 53, -34, -19, -9, -156, -195, -595, -273, -283, 
-58, -48, 9, 53, -34, -19, 0, -156, -204, -585, -283, -283, 
-58, -48, 9, 53, -34, -19, 0, -156, -204, -585, -283, -283, 
-58, -48, 9, 53, -34, -19, 0, -156, -204, -585, -283, -283, 
-58, -48, 9, 53, -34, -19, 0, -156, -204, -585, -283, -283, 
-48, -58, -9, 53, -19, -34, -9, -156, -195, -575, -278, -273, 
-48, -58, -9, 53, -19, -34, -9, -156, -195, -575, -273, -273, 
-48, -58, -9, 53, -19, -34, -9, -156, -195, -575, -268, -273, 
-48, -58, -9, 53, -19, -34, -9, -156, -195, -575, -263, -273, 
-58, -68, -9, 63, -24, -39, 0, -146, -204, -566, -253, -268, 
-58, -68, -9, 63, -24, -39, 0, -146, -204, -566, -253, -263, 
-58, -68, -9, 63, -24, -39, 0, -146, -204, -566, -253, -258, 
-58, -68, -9, 63, -24, -39, 0, -146, -204, -566, -253, -253, 
-58, -58, 0, 58, -29, -29, 0, -156, -195, -566, -258, -244, 
-58, -58, 0, 58, -29, -29, 0, -156, -195, -566, -263, -244, 
-58, -58, 0, 58, -29, -29, 0, -156, -195, -566, -268, -244, 
-58, -58, 0, 58, -29, -29, 0, -156, -195, -566, -273, -244, 
-53, -43, 9, 48, -31, -17, 9, -146, -204, -556, -263, -244, 
-48, -39, 9, 43, -29, -14, 9, -146, -204, -556, -263, -244, 
-43, -34, 9, 39, -26, -12, 9, -146, -204, -556, -263, -244, 
-39, -29, 9, 34, -24, -9, 9, -146, -204, -556, -263, -244, 
-48, -34, 14, 41, -31, -9, 0, -146, -195, -541, -248, -239, 
-48, -39, 9, 43, -29, -14, 0, -146, -195, -536, -244, -234, 
-48, -43, 4, 46, -26, -19, 0, -146, -195, -531, -239, -229, 
-48, -48, 0, 48, -24, -24, 0, -146, -195, -527, -234, -224, 
-48, -48, 0, 48, -24, -24, 0, -146, -195, -531, -248, -224, 
-48, -48, 0, 48, -24, -24, 0, -146, -195, -536, -253, -224, 
-48, -48, 0, 48, -24, -24, 0, -146, -195, -541, -258, -224, 
-48, -48, 0, 48, -24, -24, 0, -146, -195, -546, -263, -224, 
-48, -48, 0, 48, -24, -24, 0, -156, -200, -546, -263, -214, 
-48, -48, 0, 48, -24, -24, 0, -156, -204, -546, -263, -214, 
-48, -48, 0, 48, -24, -24, 0, -156, -209, -546, -263, -214, 
-48, -48, 0, 48, -24, -24, 0, -156, -214, -546, -263, -214, 
-58, -48, 9, 53, -34, -19, -9, -156, -209, -536, -263, -214, 
-58, -48, 9, 53, -34, -19, -9, -156, -204, -536, -263, -214, 
-58, -48, 9, 53, -34, -19, -9, -156, -200, -536, -263, -214, 
-58, -48, 9, 53, -34, -19, -9, -156, -195, -536, -263, -214, 
-58, -53, 4, 56, -31, -24, 0, -146, -204, -531, -253, -204, 
-58, -58, 0, 58, -29, -29, 0, -146, -204, -527, -253, -204, 
-58, -63, -4, 61, -26, -34, 0, -146, -204, -522, -253, -204, 
-58, -68, -9, 63, -24, -39, 0, -146, -204, -517, -253, -204, 
-58, -68, -9, 63, -24, -39, 0, -156, -214, -517, -248, -190, 
-58, -68, -9, 63, -24, -39, 0, -156, -214, -517, -244, -185, 
-58, -68, -9, 63, -24, -39, 0, -156, -214, -517, -239, -180, 
-58, -68, -9, 63, -24, -39, 0, -156, -214, -517, -234, -175, 
-48, -53, -4, 51, -21, -29, 9, -156, -209, -502, -234, -165, 
-48, -48, 0, 48, -24, -24, 9, -156, -204, -497, -234, -165, 
-48, -43, 4, 46, -26, -19, 9, -156, -200, -492, -234, -165, 
-48, -39, 9, 43, -29, -14, 9, -156, -195, -488, -234, -165, 
-39, -48, -9, 43, -14, -29, 9, -146, -195, -478, -234, -165, 
-39, -48, -9, 43, -14, -29, 9, -146, -195, -478, -234, -165, 
-39, -48, -9, 43, -14, -29, 9, -146, -195, -478, -234, -165, 
-39, -48, -9, 43, -14, -29, 9, -146, -195, -478, -234, -165, 
-43, -58, -14, 51, -14, -36, 0, -156, -195, -468, -224, -156, 
-48, -58, -9, 53, -19, -34, 0, -156, -195, -468, -224, -156, 
-53, -58, -4, 56, -24, -31, 0, -156, -195, -468, -224, -156, 
-58, -58, 0, 58, -29, -29, 0, -156, -195, -468, -224, -156, 
-58, -58, 0, 58, -29, -29, 9, -146, -195, -468, -224, -156, 
-58, -58, 0, 58, -29, -29, 9, -146, -195, -468, -224, -156, 
-58, -58, 0, 58, -29, -29, 9, -146, -195, -468, -224, -156, 
-58, -58, 0, 58, -29, -29, 9, -146, -195, -468, -224, -156, 
-48, -58, -9, 53, -19, -34, 9, -146, -195, -463, -224, -151, 
-48, -58, -9, 53, -19, -34, 9, -146, -195, -458, -224, -146, 
-48, -58, -9, 53, -19, -34, 9, -146, -195, -453, -224, -141, 
-48, -58, -9, 53, -19, -34, 9, -146, -195, -448, -224, -136, 
-48, -48, 0, 48, -24, -24, 9, -156, -195, -448, -224, -136, 
-48, -48, 0, 48, -24, -24, 9, -156, -195, -448, -224, -136, 
-48, -48, 0, 48, -24, -24, 9, -156, -195, -448, -224, -136, 
-48, -48, 0, 48, -24, -24, 9, -156, -195, -448, -224, -136, 
-48, -34, 14, 41, -31, -9, 9, -146, -180, -439, -219, -122, 
-48, -29, 19, 39, -34, -4, 9, -146, -175, -429, -214, -117, 
-48, -24, 24, 36, -36, 0, 9, -146, -170, -419, -209, -112, 
-48, -19, 29, 34, -39, 4, 9, -146, -165, -409, -204, -107, 
-39, -9, 29, 24, -34, 9, 19, -136, -161, -400, -195, -92, 
-39, -9, 29, 24, -34, 9, 19, -136, -156, -390, -185, -87, 
-39, -9, 29, 24, -34, 9, 19, -136, -151, -380, -175, -82, 
-39, -9, 29, 24, -34, 9, 19, -136, -146, -370, -165, -78, 
-48, -19, 29, 34, -39, 4, 9, -136, -151, -370, -175, -78, 
-48, -19, 29, 34, -39, 4, 9, -136, -156, -370, -175, -78, 
-48, -19, 29, 34, -39, 4, 9, -136, -161, -370, -175, -78, 
-48, -19, 29, 34, -39, 4, 9, -136, -165, -370, -175, -78, 
-34, 4, 39, 14, -36, 21, 0, -136, -146, -356, -165, -63, 
-29, 9, 39, 9, -34, 24, 0, -136, -146, -346, -156, -63, 
-29, 14, 43, 7, -36, 29, -4, -136, -141, -341, -151, -63, 
-24, 19, 43, 2, -34, 31, -14, -136, -136, -331, -151, -63, 
-14, 29, 43, -7, -29, 36, -14, -141, -126, -331, -156, -58, 
-9, 53, 63, -21, -36, 58, -24, -141, -126, -331, -151, -43, 
0, 78, 78, -39, -39, 78, -34, -141, -122, -322, -151, -39, 
4, 102, 97, -53, -46, 100, -43, -146, -117, -312, -151, -24, 
4, 117, 112, -61, -53, 114, -58, -151, -107, -287, -131, -14, 
4, 126, 122, -65, -58, 124, -68, -156, -107, -283, -126, -14, 
0, 126, 126, -63, -63, 126, -78, -161, -107, -278, -122, -9, 
-4, 122, 126, -58, -65, 124, -82, -165, -112, -273, -117, 0, 
4, 131, 126, -68, -61, 129, -82, -170, -112, -263, -92, 14, 
4, 131, 126, -68, -61, 129, -87, -170, -112, -263, -87, 14, 
9, 131, 122, -70, -56, 126, -92, -175, -131, -268, -92, 14, 
19, 126, 107, -73, -43, 117, -102, -185, -151, -283, -97, 9, 
14, 126, 112, -70, -48, 119, -102, -185, -151, -283, -107, 9, 
29, 131, 102, -80, -36, 117, -102, -175, -151, -278, -112, 14, 
43, 141, 97, -92, -26, 119, -107, -170, -151, -278, -107, 29, 
53, 141, 87, -97, -17, 114, -117, -170, -156, -278, -97, 34, 
53, 131, 78, -92, -12, 104, -126, -170, -156, -273, -107, 39, 
53, 131, 78, -92, -12, 104, -131, -170, -156, -273, -112, 39, 
53, 131, 78, -92, -12, 104, -131, -170, -161, -273, -112, 39, 
53, 122, 68, -87, -7, 95, -131, -170, -170, -283, -112, 39, 
53, 102, 48, -78, 2, 75, -131, -175, -185, -287, -122, 39, 
48, 87, 39, -68, 4, 63, -126, -180, -190, -287, -126, 34, 
39, 82, 43, -61, -2, 63, -112, -185, -195, -283, -126, 34, 
14, 63, 48, -39, -17, 56, -102, -185, -200, -283, -136, 29, 
9, 48, 39, -29, -14, 43, -78, -170, -185, -278, -131, 29, 
0, 39, 39, -19, -19, 39, -58, -170, -190, -268, -136, 19, 
-9, 39, 48, -14, -29, 43, -48, -170, -175, -258, -136, 14, 
-19, 43, 63, -12, -41, 53, -34, -165, -170, -248, -136, 9, 
-19, 14, 34, 2, -26, 24, -24, -165, -170, -239, -141, 14, 
-29, 4, 34, 12, -31, 19, -14, -175, -175, -248, -151, 9, 
-34, -9, 24, 21, -29, 7, -14, -175, -180, -263, -151, 0, 
-34, -24, 9, 29, -21, -7, -9, -175, -190, -273, -165, -4, 
-48, -39, 9, 43, -29, -14, 0, -161, -200, -278, -161, -4, 
-53, -48, 4, 51, -29, -21, 4, -156, -204, -278, -165, -9, 
-58, -58, 0, 58, -29, -29, 9, -151, -204, -278, -170, -9, 
-63, -73, -9, 68, -26, -41, 19, -151, -209, -278, -175, -9, 
-58, -78, -19, 68, -19, -48, 9, -151, -204, -268, -190, -19, 
-63, -78, -14, 70, -24, -46, 9, -151, -204, -268, -190, -19, 
-63, -82, -19, 73, -21, -51, 14, -151, -204, -273, -190, -24, 
-63, -87, -24, 75, -19, -56, 19, -151, -204, -273, -190, -24, 
-73, -92, -19, 82, -26, -56, 29, -151, -190, -263, -175, -14, 
-78, -92, -14, 85, -31, -53, 29, -146, -190, -253, -170, -14, 
-78, -92, -14, 85, -31, -53, 29, -146, -190, -244, -165, -14, 
-78, -92, -14, 85, -31, -53, 29, -146, -190, -229, -161, -14, 
-73, -78, -4, 75, -34, -41, 34, -146, -190, -229, -170, -4, 
-68, -78, -9, 73, -29, -43, 34, -146, -190, -234, -170, -4, 
-73, -87, -14, 80, -29, -51, 34, -146, -190, -234, -170, -4, 
-68, -92, -24, 80, -21, -58, 34, -146, -190, -234, -170, -9, 
-68, -92, -24, 80, -21, -58, 48, -136, -180, -219, -161, -4, 
-68, -92, -24, 80, -21, -58, 48, -131, -175, -214, -161, 0, 
-68, -92, -24, 80, -21, -58, 48, -126, -175, -209, -161, 4, 
-68, -92, -24, 80, -21, -58, 48, -126, -175, -204, -161, 9, 
-78, -102, -24, 90, -26, -63, 43, -131, -175, -190, -146, 14, 
-78, -102, -24, 90, -26, -63, 43, -131, -175, -185, -141, 19, 
-78, -102, -24, 90, -26, -63, 43, -126, -175, -180, -136, 19, 
-78, -102, -24, 90, -26, -63, 43, -126, -175, -175, -136, 24, 
-68, -107, -39, 87, -14, -73, 34, -126, -185, -165, -126, 34, 
-68, -107, -39, 87, -14, -73, 34, -126, -185, -165, -122, 34, 
-68, -107, -39, 87, -14, -73, 34, -126, -185, -165, -122, 34, 
-73, -102, -29, 87, -21, -65, 34, -131, -185, -165, -122, 34, 
-73, -92, -19, 82, -26, -56, 43, -141, -185, -165, -126, 43, 
-73, -92, -19, 82, -26, -56, 43, -141, -185, -165, -131, 43, 
-73, -92, -19, 82, -26, -56, 43, -141, -190, -165, -141, 43, 
-73, -97, -24, 85, -24, -61, 43, -141, -190, -165, -146, 43, 
-73, -117, -43, 95, -14, -80, 43, -131, -180, -165, -151, 43, 
-73, -107, -34, 90, -19, -70, 43, -131, -180, -161, -156, 43, 
-73, -107, -34, 90, -19, -70, 43, -131, -175, -161, -161, 43, 
-73, -112, -39, 92, -17, -75, 43, -126, -170, -161, -165, 34, 
-78, -122, -43, 100, -17, -82, 39, -126, -170, -141, -146, 43, 
-82, -112, -29, 97, -26, -70, 39, -126, -170, -126, -141, 43, 
-87, -122, -34, 104, -26, -78, 39, -126, -170, -117, -141, 43, 
-97, -122, -24, 109, -36, -73, 39, -126, -175, -107, -136, 43, 
-102, -136, -34, 119, -34, -85, 43, -122, -170, -131, -122, 53, 
-92, -122, -29, 107, -31, -75, 63, -122, -175, -122, -117, 53, 
-82, -117, -34, 100, -24, -75, 78, -122, -180, -112, -122, 58, 
-82, -122, -39, 102, -21, -80, 87, -126, -190, -131, -151, 53, 
-92, -131, -39, 112, -26, -85, 92, -141, -190, -151, -175, 53, 
-102, -136, -34, 119, -34, -85, 112, -146, -209, -185, -204, 43, 
-117, -161, -43, 139, -36, -102, 131, -151, -239, -224, -244, 24, 
-161, -214, -53, 187, -53, -134, 175, -161, -273, -258, -268, 0, 
-175, -239, -63, 207, -56, -151, 209, -165, -287, -292, -307, -14, 
-190, -268, -78, 229, -56, -173, 239, -156, -297, -322, -341, -48, 
-204, -297, -92, 251, -56, -195, 273, -136, -297, -341, -380, -78, 
-214, -326, -112, 270, -51, -219, 302, -117, -258, -336, -385, -78, 
-219, -331, -112, 275, -53, -222, 312, -87, -209, -283, -356, -78, 
-204, -307, -102, 256, -51, -204, 307, -39, -102, -175, -287, -48, 
-170, -244, -73, 207, -48, -158, 297, 19, 48, -14, -175, 0, 
-131, -165, -34, 148, -48, -100, 278, 92, 234, 190, -9, 78, 
-78, -63, 14, 70, -46, -24, 219, 175, 424, 434, 200, 175, 
0, 58, 58, -29, -29, 58, 126, 234, 600, 697, 419, 287, 
117, 209, 92, -163, 12, 151, -9, 302, 780, 1000, 678, 409, 
253, 405, 151, -329, 51, 278, -151, 414, 1039, 1376, 971, 561, 
395, 639, 244, -517, 75, 441, -292, 575, 1381, 1815, 1317, 741, 
546, 863, 317, -705, 114, 590, -448, 771, 1737, 2288, 1673, 927, 
707, 1122, 414, -915, 146, 768, -649, 956, 2069, 2766, 2039, 1137, 
858, 1395, 536, -1127, 161, 966, -844, 1141, 2410, 3220, 2415, 1351, 
990, 1586, 595, -1288, 197, 1090, -990, 1322, 2698, 3601, 2727, 1522, 
1112, 1673, 561, -1393, 275, 1117, -1068, 1449, 2849, 3825, 2898, 1620, 
1176, 1673, 497, -1424, 339, 1085, -1112, 1400, 2713, 3733, 2854, 1639, 
1141, 1595, 453, -1368, 344, 1024, -1137, 1146, 2308, 3308, 2576, 1571, 
1063, 1512, 448, -1288, 307, 980, -1137, 795, 1859, 2801, 2239, 1498, 
971, 1444, 473, -1207, 248, 958, -1117, 414, 1478, 2366, 1956, 1429, 
863, 1332, 468, -1098, 197, 900, -1098, 34, 966, 1849, 1634, 1337, 
722, 1156, 434, -939, 143, 795, -1068, -375, 346, 1239, 1259, 1210, 
561, 1010, 448, -785, 56, 729, -1029, -766, -170, 722, 951, 1107, 
424, 897, 473, -661, -24, 685, -961, -1000, -561, 336, 717, 1005, 
307, 766, 458, -536, -75, 612, -863, -1107, -922, -24, 473, 888, 
200, 639, 439, -419, -119, 539, -780, -1156, -1180, -283, 287, 785, 
122, 556, 434, -339, -156, 495, -702, -1132, -1220, -351, 204, 712, 
63, 448, 385, -256, -161, 417, -610, -1034, -1122, -346, 102, 610, 
43, 356, 312, -200, -134, 334, -483, -902, -985, -356, -29, 507, 
4, 283, 278, -143, -136, 280, -400, -800, -868, -370, -126, 434, 
-19, 219, 239, -100, -129, 229, -331, -712, -771, -326, -151, 380, 
-24, 175, 200, -75, -112, 187, -263, -590, -629, -258, -141, 336, 
-34, 122, 156, -43, -95, 139, -185, -468, -497, -190, -136, 287, 
-53, 63, 117, -4, -85, 90, -131, -390, -409, -146, -117, 248, 
-48, 34, 82, 7, -65, 58, -112, -331, -336, -97, -97, 239, 
