I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
29, -370, -400, 170, 214, -385, -68, -19, -185, -165, -219, 1220, 
29, -385, -414, 178, 222, -400, -58, -9, -200, -180, -229, 1205, 
29, -400, -429, 185, 229, -414, -48, 0, -214, -195, -244, 1190, 
43, -356, -400, 156, 222, -378, -73, -19, -180, -151, -204, 1229, 
58, -312, -370, 126, 214, -341, -97, -39, -146, -107, -165, 1268, 
48, -336, -385, 143, 217, -361, -82, -29, -161, -131, -185, 1244, 
43, -351, -395, 153, 219, -373, -73, -19, -170, -141, -195, 1229, 
39, -366, -405, 163, 222, -385, -63, -14, -180, -156, -204, 1215, 
39, -385, -424, 173, 231, -405, -58, -4, -204, -180, -224, 1200, 
43, -395, -439, 175, 241, -417, -53, -4, -224, -200, -229, 1190, 
43, -395, -439, 175, 241, -417, -53, -4, -234, -209, -234, 1190, 
43, -409, -453, 183, 248, -431, -53, -9, -248, -224, -253, 1176, 
48, -434, -483, 192, 265, -458, -43, -4, -268, -248, -268, 1171, 
48, -444, -492, 197, 270, -468, -43, 0, -297, -283, -287, 1161, 
48, -468, -517, 209, 283, -492, -43, 0, -346, -312, -307, 1156, 
82, -492, -575, 204, 329, -534, -48, 4, -405, -361, -326, 1166, 
122, -502, -624, 190, 373, -563, -82, -29, -488, -414, -351, 1200, 
165, -507, -673, 170, 419, -590, -141, -87, -595, -488, -370, 1234, 
190, -541, -732, 175, 461, -636, -170, -126, -688, -566, -424, 1239, 
204, -610, -814, 202, 509, -712, -170, -151, -790, -673, -512, 1205, 
214, -712, -927, 248, 570, -819, -165, -141, -888, -785, -614, 1107, 
234, -819, -1054, 292, 644, -936, -161, -136, -985, -902, -707, 1019, 
239, -888, -1127, 324, 683, -1007, -146, -122, -1068, -995, -775, 966, 
263, -936, -1200, 336, 732, -1068, -141, -112, -1117, -1034, -834, 941, 
287, -1015, -1302, 363, 795, -1159, -136, -107, -1195, -1122, -907, 883, 
297, -1054, -1351, 378, 824, -1202, -146, -112, -1239, -1161, -951, 805, 
312, -1058, -1371, 373, 841, -1215, -165, -122, -1224, -1161, -956, 766, 
341, -1054, -1395, 356, 868, -1224, -175, -126, -1200, -1161, -956, 756, 
346, -1054, -1400, 353, 873, -1227, -180, -131, -1151, -1156, -966, 712, 
346, -1029, -1376, 341, 861, -1202, -175, -136, -1073, -1117, -971, 644, 
346, -1015, -1361, 334, 854, -1188, -156, -136, -1005, -1078, -971, 605, 
307, -976, -1283, 334, 795, -1129, -131, -151, -888, -976, -927, 595, 
268, -917, -1185, 324, 727, -1051, -63, -126, -736, -878, -868, 575, 
263, -883, -1146, 309, 705, -1015, 29, -63, -673, -839, -829, 570, 
273, -961, -1234, 344, 753, -1098, 68, 0, -829, -932, -883, 527, 
322, -1244, -1566, 461, 944, -1405, 122, 141, -1171, -1171, -1078, 405, 
414, -1503, -1917, 544, 1166, -1710, 107, 204, -1464, -1381, -1259, 292, 
492, -1620, -2113, 563, 1302, -1866, -39, 97, -1600, -1483, -1346, 229, 
566, -1688, -2254, 561, 1410, -1971, -224, 9, -1668, -1527, -1405, 180, 
639, -1795, -2435, 578, 1537, -2115, -292, 29, -1727, -1590, -1473, 126, 
707, -1869, -2576, 580, 1642, -2222, -307, 34, -1727, -1620, -1522, 82, 
746, -1888, -2635, 570, 1690, -2261, -312, 43, -1712, -1615, -1527, 58, 
761, -1883, -2644, 561, 1703, -2264, -361, 48, -1693, -1610, -1527, 43, 
785, -1912, -2698, 563, 1742, -2305, -405, 48, -1678, -1615, -1551, 4, 
814, -1971, -2786, 578, 1800, -2379, -414, 34, -1673, -1634, -1595, -58, 
834, -2020, -2854, 592, 1844, -2437, -439, 9, -1673, -1659, -1639, -102, 
854, -2030, -2884, 588, 1869, -2457, -453, -29, -1673, -1673, -1659, -126, 
873, -1986, -2859, 556, 1866, -2422, -502, -97, -1668, -1659, -1644, -122, 
917, -1976, -2893, 529, 1905, -2435, -556, -165, -1654, -1654, -1639, -126, 
927, -1986, -2913, 529, 1920, -2449, -590, -229, -1649, -1649, -1644, -165, 
897, -2005, -2903, 553, 1900, -2454, -600, -287, -1649, -1644, -1659, -219, 
805, -2074, -2879, 634, 1842, -2476, -619, -444, -1644, -1659, -1688, -283, 
771, -2117, -2888, 673, 1830, -2503, -673, -585, -1649, -1683, -1712, -326, 
785, -2117, -2903, 666, 1844, -2510, -722, -653, -1659, -1693, -1722, -370, 
795, -2093, -2888, 649, 1842, -2491, -771, -775, -1659, -1693, -1722, -375, 
795, -2093, -2888, 649, 1842, -2491, -795, -883, -1664, -1693, -1727, -385, 
795, -2044, -2840, 624, 1817, -2442, -790, -917, -1615, -1644, -1678, -366, 
746, -1844, -2591, 549, 1668, -2217, -790, -951, -1478, -1493, -1532, -224, 
683, -1620, -2303, 468, 1493, -1961, -761, -961, -1312, -1317, -1346, -34, 
619, -1410, -2030, 395, 1324, -1720, -746, -966, -1141, -1137, -1171, 161, 
561, -1210, -1771, 324, 1166, -1490, -717, -922, -985, -971, -1005, 322, 
444, -946, -1390, 251, 917, -1168, -619, -771, -751, -732, -775, 536, 
322, -683, -1005, 180, 663, -844, -483, -575, -522, -497, -551, 761, 
165, -473, -639, 153, 402, -556, -341, -429, -312, -287, -351, 966, 
43, -287, -331, 122, 187, -309, -214, -278, -117, -97, -165, 1122, 
-68, -97, -29, 82, -19, -63, -73, -63, 92, 92, 24, 1288, 
-146, 34, 180, 56, -163, 107, 29, 87, 219, 219, 136, 1395, 
-170, 63, 234, 53, -202, 148, 53, 112, 263, 253, 170, 1449, 
-175, 82, 258, 46, -217, 170, 58, 117, 283, 278, 190, 1464, 
-190, 126, 317, 31, -253, 222, 73, 156, 317, 312, 224, 1478, 
-195, 141, 336, 26, -265, 239, 87, 161, 331, 326, 239, 1503, 
-200, 141, 341, 29, -270, 241, 92, 165, 341, 336, 239, 1517, 
-209, 156, 366, 26, -287, 261, 97, 170, 356, 356, 258, 1527, 
-214, 180, 395, 17, -305, 287, 97, 170, 375, 375, 283, 1542, 
-219, 195, 414, 12, -317, 305, 92, 170, 390, 380, 287, 1551, 
-219, 204, 424, 7, -322, 314, 92, 170, 405, 395, 297, 1566, 
-219, 224, 444, -2, -331, 334, 92, 170, 414, 414, 307, 1571, 
-224, 248, 473, -12, -348, 361, 92, 170, 429, 434, 322, 1590, 
-224, 263, 488, -19, -356, 375, 87, 170, 448, 448, 336, 1605, 
-229, 283, 512, -26, -370, 397, 87, 170, 463, 463, 351, 1620, 
-239, 307, 546, -34, -392, 427, 82, 161, 478, 488, 366, 1634, 
-239, 326, 566, -43, -402, 446, 82, 161, 502, 507, 390, 1649, 
-244, 346, 590, -51, -417, 468, 78, 156, 522, 522, 405, 1668, 
-244, 361, 605, -58, -424, 483, 78, 151, 541, 541, 424, 1683, 
-248, 380, 629, -65, -439, 505, 73, 141, 570, 575, 444, 1703, 
-253, 414, 668, -80, -461, 541, 73, 141, 590, 600, 468, 1722, 
-258, 444, 702, -92, -480, 573, 68, 141, 614, 619, 488, 1747, 
-258, 468, 727, -104, -492, 597, 73, 136, 639, 644, 512, 1766, 
-263, 492, 756, -114, -509, 624, 73, 131, 663, 668, 536, 1786, 
-268, 527, 795, -129, -531, 661, 68, 131, 697, 702, 561, 1815, 
-273, 556, 829, -141, -551, 692, 68, 122, 722, 722, 585, 1839, 
-278, 590, 868, -156, -573, 729, 58, 117, 741, 746, 614, 1869, 
-287, 624, 912, -168, -600, 768, 58, 117, 771, 785, 639, 1893, 
-292, 663, 956, -185, -624, 810, 53, 112, 800, 814, 673, 1922, 
-302, 697, 1000, -197, -651, 849, 53, 107, 829, 844, 702, 1952, 
-307, 732, 1039, -212, -673, 885, 53, 102, 858, 873, 732, 1981, 
-317, 766, 1083, -224, -700, 924, 53, 97, 883, 902, 761, 2005, 
-326, 795, 1122, -234, -724, 958, 53, 97, 912, 932, 790, 2034, 
-326, 824, 1151, -248, -739, 988, 48, 92, 941, 961, 810, 2064, 
-336, 854, 1190, -258, -763, 1022, 48, 92, 961, 980, 839, 2093, 
-346, 893, 1239, -273, -793, 1066, 48, 87, 985, 1015, 863, 2117, 
-356, 927, 1283, -285, -819, 1105, 48, 82, 1019, 1039, 893, 2152, 
-361, 956, 1317, -297, -839, 1137, 48, 78, 1044, 1068, 917, 2181, 
-370, 985, 1356, -307, -863, 1171, 48, 78, 1058, 1088, 941, 2205, 
-380, 1010, 1390, -314, -885, 1200, 48, 78, 1078, 1107, 956, 2230, 
-385, 1034, 1420, -324, -902, 1227, 48, 78, 1093, 1127, 980, 2249, 
-390, 1054, 1444, -331, -917, 1249, 53, 78, 1102, 1137, 1000, 2269, 
-395, 1068, 1464, -336, -929, 1266, 53, 78, 1112, 1141, 1010, 2288, 
-400, 1083, 1483, -341, -941, 1283, 58, 78, 1117, 1151, 1015, 2298, 
-405, 1093, 1498, -344, -951, 1295, 63, 78, 1122, 1156, 1019, 2313, 
-405, 1098, 1503, -346, -954, 1300, 68, 78, 1122, 1156, 1029, 2322, 
-409, 1107, 1517, -348, -963, 1312, 73, 78, 1117, 1156, 1029, 2332, 
-409, 1107, 1517, -348, -963, 1312, 73, 87, 1117, 1156, 1024, 2342, 
-409, 1102, 1512, -346, -961, 1307, 78, 92, 1098, 1146, 1024, 2347, 
-409, 1093, 1503, -341, -956, 1298, 82, 97, 1088, 1132, 1015, 2347, 
-409, 1088, 1498, -339, -954, 1293, 87, 107, 1068, 1112, 1005, 2347, 
-400, 1073, 1473, -336, -936, 1273, 92, 117, 1044, 1093, 985, 2337, 
-400, 1044, 1444, -322, -922, 1244, 97, 122, 1024, 1073, 966, 2322, 
-400, 1015, 1415, -307, -907, 1215, 97, 126, 995, 1044, 941, 2313, 
-390, 995, 1385, -302, -888, 1190, 102, 131, 961, 1019, 927, 2293, 
-375, 961, 1337, -292, -856, 1149, 102, 136, 932, 985, 902, 2274, 
-370, 922, 1293, -275, -832, 1107, 102, 146, 893, 951, 868, 2244, 
-361, 883, 1244, -261, -802, 1063, 102, 146, 858, 912, 839, 2220, 
-351, 844, 1195, -246, -773, 1019, 102, 146, 819, 878, 795, 2186, 
-331, 805, 1137, -236, -734, 971, 97, 151, 775, 834, 756, 2156, 
-317, 756, 1073, -219, -695, 915, 87, 146, 732, 795, 712, 2117, 
-297, 707, 1005, -204, -651, 856, 82, 146, 688, 746, 668, 2083, 
-273, 658, 932, -192, -602, 795, 78, 146, 649, 702, 634, 2034, 
-253, 610, 863, -178, -558, 736, 68, 136, 605, 649, 590, 2000, 
-229, 556, 785, -163, -507, 671, 58, 131, 566, 610, 546, 1961, 
-204, 502, 707, -148, -456, 605, 48, 126, 517, 566, 502, 1922, 
-185, 453, 639, -134, -412, 546, 43, 126, 473, 527, 458, 1883, 
-161, 409, 570, -124, -366, 490, 29, 122, 434, 488, 414, 1844, 
-141, 356, 497, -107, -319, 427, 34, 117, 390, 444, 380, 1805, 
-122, 307, 429, -92, -275, 368, 39, 112, 356, 400, 331, 1766, 
-102, 258, 361, -78, -231, 309, 39, 112, 312, 356, 292, 1722, 
-82, 214, 297, -65, -190, 256, 43, 112, 278, 322, 258, 1688, 
-63, 180, 244, -58, -153, 212, 63, 107, 244, 283, 219, 1659, 
-39, 136, 175, -48, -107, 156, 73, 102, 209, 244, 180, 1629, 
-14, 102, 117, -43, -65, 109, 53, 82, 180, 214, 151, 1600, 
9, 87, 78, -48, -34, 82, 29, 63, 161, 180, 126, 1581, 
39, 63, 24, -51, 7, 43, -14, 24, 141, 165, 92, 1551, 
63, 58, -4, -61, 34, 26, -92, -24, 122, 141, 78, 1532, 
82, 48, -34, -65, 58, 7, -151, -92, 102, 126, 63, 1512, 
107, 43, -63, -75, 85, -9, -204, -136, 78, 112, 53, 1503, 
112, 34, -78, -73, 95, -21, -239, -156, 68, 102, 34, 1493, 
122, 19, -102, -70, 112, -41, -263, -175, 43, 82, 19, 1478, 
126, -4, -131, -61, 129, -68, -283, -200, 29, 68, 0, 1459, 
136, -14, -151, -61, 143, -82, -283, -200, 9, 53, -9, 1449, 
136, -39, -175, -48, 156, -107, -287, -204, -4, 34, -24, 1439, 
141, -68, -209, -36, 175, -139, -283, -204, -29, 14, -39, 1424, 
136, -92, -229, -21, 183, -161, -263, -200, -48, -4, -53, 1415, 
131, -126, -258, -2, 195, -192, -248, -195, -63, -19, -73, 1395, 
122, -165, -287, 21, 204, -226, -239, -185, -82, -43, -92, 1381, 
112, -195, -307, 41, 209, -251, -214, -170, -97, -58, -107, 1361, 
97, -204, -302, 53, 200, -253, -185, -146, -102, -63, -117, 1351, 
87, -209, -297, 61, 192, -253, -170, -126, -112, -68, -122, 1342, 
78, -234, -312, 78, 195, -273, -156, -112, -117, -78, -126, 1337, 
78, -253, -331, 87, 204, -292, -151, -112, -117, -87, -136, 1327, 
63, -258, -322, 97, 192, -290, -151, -112, -122, -92, -146, 1317, 
53, -278, -331, 112, 192, -305, -146, -117, -126, -102, -156, 1298, 
34, -297, -331, 131, 183, -314, -141, -117, -131, -117, -170, 1278, 
24, -322, -346, 148, 185, -334, -136, -117, -141, -122, -175, 1268, 
9, -322, -331, 156, 170, -326, -131, -112, -151, -126, -180, 1268, 
4, -341, -346, 168, 175, -344, -126, -107, -161, -131, -185, 1263, 
4, -346, -351, 170, 178, -348, -122, -107, -161, -131, -185, 1259, 
0, -356, -356, 178, 178, -356, -117, -97, -165, -136, -190, 1249, 
0, -356, -356, 178, 178, -356, -112, -92, -165, -141, -195, 1249, 
0, -361, -361, 180, 180, -361, -107, -82, -165, -146, -195, 1244, 
0, -366, -366, 183, 183, -366, -102, -78, -165, -146, -200, 1244, 
4, -370, -375, 183, 190, -373, -102, -78, -170, -151, -204, 1244, 
4, -375, -380, 185, 192, -378, -102, -73, -175, -151, -209, 1239, 
4, -375, -380, 185, 192, -378, -102, -68, -175, -151, -214, 1234, 
4, -375, -380, 185, 192, -378, -97, -68, -180, -156, -214, 1234, 
4, -380, -385, 187, 195, -383, -92, -68, -180, -156, -214, 1229, 
4, -380, -385, 187, 195, -383, -87, -63, -175, -156, -214, 1234, 
9, -380, -390, 185, 200, -385, -87, -58, -175, -156, -214, 1239, 
9, -370, -380, 180, 195, -375, -87, -58, -175, -151, -209, 1239, 
9, -361, -370, 175, 190, -366, -87, -58, -175, -146, -204, 1239, 
9, -361, -370, 175, 190, -366, -87, -58, -170, -146, -204, 1234, 
