I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-107, 283, 390, -87, -248, 336, -48, -92, 131, 458, 483, 541, 
-107, 297, 405, -95, -256, 351, -53, -92, 146, 473, 502, 566, 
-112, 317, 429, -102, -270, 373, -53, -92, 161, 488, 517, 585, 
-117, 331, 448, -107, -283, 390, -58, -97, 175, 512, 536, 605, 
-122, 351, 473, -114, -297, 412, -68, -97, 190, 536, 561, 634, 
-126, 385, 512, -129, -319, 448, -78, -102, 209, 556, 595, 668, 
-126, 409, 536, -141, -331, 473, -82, -107, 224, 590, 619, 707, 
-126, 429, 556, -151, -341, 492, -82, -112, 248, 614, 649, 741, 
-126, 458, 585, -165, -356, 522, -87, -122, 273, 639, 683, 780, 
-136, 492, 629, -178, -383, 561, -97, -126, 302, 673, 732, 829, 
-146, 527, 673, -190, -409, 600, -107, -131, 326, 707, 756, 873, 
-151, 561, 712, -204, -431, 636, -117, -136, 361, 741, 795, 932, 
-156, 605, 761, -224, -458, 683, -117, -141, 385, 780, 844, 980, 
-161, 644, 805, -241, -483, 724, -126, -146, 419, 824, 893, 1039, 
-165, 688, 854, -261, -509, 771, -136, -151, 458, 873, 932, 1083, 
-170, 727, 897, -278, -534, 812, -141, -151, 497, 927, 985, 1132, 
-185, 775, 961, -295, -573, 868, -151, -161, 536, 971, 1044, 1190, 
-195, 819, 1015, -312, -605, 917, -161, -165, 575, 1015, 1098, 1239, 
-204, 868, 1073, -331, -639, 971, -170, -165, 619, 1068, 1151, 1298, 
-214, 907, 1122, -346, -668, 1015, -175, -175, 663, 1117, 1195, 1356, 
-224, 951, 1176, -363, -700, 1063, -175, -180, 697, 1171, 1244, 1405, 
-234, 985, 1220, -375, -727, 1102, -185, -185, 732, 1205, 1283, 1454, 
-248, 1024, 1273, -387, -761, 1149, -190, -185, 766, 1234, 1322, 1488, 
-263, 1044, 1307, -390, -785, 1176, -190, -185, 790, 1263, 1356, 1512, 
-273, 1068, 1342, -397, -807, 1205, -185, -180, 819, 1293, 1381, 1537, 
-278, 1088, 1366, -405, -822, 1227, -185, -175, 834, 1307, 1390, 1542, 
-278, 1102, 1381, -412, -829, 1241, -185, -175, 849, 1322, 1405, 1546, 
-283, 1112, 1395, -414, -839, 1254, -185, -175, 854, 1312, 1395, 1532, 
-283, 1112, 1395, -414, -839, 1254, -180, -175, 839, 1288, 1356, 1488, 
-283, 1107, 1390, -412, -836, 1249, -180, -175, 814, 1259, 1322, 1449, 
-283, 1068, 1351, -392, -817, 1210, -175, -170, 785, 1215, 1278, 1415, 
-283, 1034, 1317, -375, -800, 1176, -170, -165, 741, 1151, 1220, 1361, 
-263, 985, 1249, -361, -756, 1117, -170, -161, 688, 1088, 1141, 1273, 
-248, 936, 1185, -344, -717, 1061, -165, -156, 629, 1015, 1068, 1200, 
-239, 873, 1112, -317, -675, 993, -156, -151, 561, 936, 985, 1107, 
-219, 800, 1019, -290, -619, 910, -151, -146, 497, 863, 902, 1015, 
-200, 722, 922, -261, -561, 822, -146, -141, 424, 771, 814, 927, 
-175, 649, 824, -236, -500, 736, -136, -131, 356, 688, 727, 834, 
-161, 580, 741, -209, -451, 661, -131, -126, 283, 605, 649, 751, 
-146, 512, 658, -183, -402, 585, -122, -112, 214, 522, 570, 668, 
-131, 429, 561, -148, -346, 495, -112, -102, 156, 453, 492, 590, 
-117, 370, 488, -126, -302, 429, -107, -97, 102, 385, 414, 517, 
-97, 292, 390, -97, -244, 341, -102, -92, 53, 326, 356, 453, 
-87, 224, 312, -68, -200, 268, -92, -87, 14, 278, 312, 390, 
-78, 190, 268, -56, -173, 229, -82, -78, -29, 229, 258, 336, 
-73, 170, 244, -48, -158, 207, -73, -78, -58, 185, 214, 283, 
-68, 131, 200, -31, -134, 165, -63, -63, -82, 156, 180, 253, 
-68, 87, 156, -9, -112, 122, -53, -53, -102, 136, 161, 224, 
-73, 48, 122, 12, -97, 85, -43, -48, -112, 117, 141, 200, 
-73, 9, 82, 31, -78, 46, -34, -43, -122, 107, 126, 180, 
-73, 0, 73, 36, -73, 36, -24, -34, -136, 92, 107, 165, 
-73, -14, 58, 43, -65, 21, -19, -29, -141, 82, 102, 156, 
-78, -29, 48, 53, -63, 9, -19, -24, -146, 73, 92, 141, 
-78, -34, 43, 56, -61, 4, -14, -24, -156, 68, 78, 122, 
-78, -39, 39, 58, -58, 0, -9, -19, -156, 63, 68, 112, 
-78, -39, 39, 58, -58, 0, -4, -19, -161, 53, 68, 107, 
-78, -43, 34, 61, -56, -4, -9, -19, -161, 48, 63, 102, 
-82, -48, 34, 65, -58, -7, -9, -19, -161, 43, 53, 92, 
-82, -43, 39, 63, -61, -2, -9, -19, -165, 43, 48, 87, 
-87, -39, 48, 63, -68, 4, -9, -19, -165, 43, 48, 82, 
-87, -43, 43, 65, -65, 0, 0, -19, -156, 43, 53, 82, 
-87, -43, 43, 65, -65, 0, 4, -19, -151, 43, 53, 87, 
-92, -48, 43, 70, -68, -2, 9, -19, -146, 43, 58, 87, 
-97, -48, 48, 73, -73, 0, 9, -19, -136, 43, 63, 87, 
-97, -48, 48, 73, -73, 0, 4, -19, -136, 48, 63, 87, 
-97, -48, 48, 73, -73, 0, 0, -19, -136, 48, 63, 87, 
-97, -43, 53, 70, -75, 4, -4, -19, -136, 43, 58, 82, 
-102, -39, 63, 70, -82, 12, -4, -14, -136, 43, 53, 87, 
-107, -43, 63, 75, -85, 9, 0, -14, -131, 53, 68, 97, 
-112, -48, 63, 80, -87, 7, 0, -14, -122, 63, 73, 97, 
-107, -43, 63, 75, -85, 9, -4, -24, -126, 58, 63, 92, 
-107, -34, 73, 70, -90, 19, -4, -29, -136, 58, 58, 97, 
-107, -43, 63, 75, -85, 9, 0, -29, -117, 73, 82, 122, 
-112, -39, 73, 75, -92, 17, 4, -24, -102, 82, 92, 131, 
-112, -24, 87, 68, -100, 31, 4, -19, -87, 92, 102, 136, 
-107, -14, 92, 61, -100, 39, 9, -14, -73, 107, 112, 141, 
-92, 0, 92, 46, -92, 46, 24, -4, -53, 112, 126, 151, 
-78, 14, 92, 31, -85, 53, 29, 4, -39, 126, 136, 156, 
-78, 39, 117, 19, -97, 78, 58, 29, 4, 156, 156, 175, 
-73, 58, 131, 7, -102, 95, 48, 29, 43, 185, 175, 195, 
-68, 78, 146, -4, -107, 112, 39, 24, 53, 195, 195, 209, 
-63, 92, 156, -14, -109, 124, 43, 29, 73, 209, 214, 219, 
-63, 92, 156, -14, -109, 124, 63, 39, 82, 219, 214, 234, 
-58, 82, 141, -12, -100, 112, 87, 58, 102, 234, 224, 239, 
-53, 87, 141, -17, -97, 114, 97, 73, 117, 244, 234, 258, 
-48, 82, 131, -17, -90, 107, 97, 82, 122, 248, 239, 263, 
-48, 87, 136, -19, -92, 112, 24, 29, 82, 224, 214, 239, 
-43, 92, 136, -24, -90, 114, -48, -19, 39, 200, 195, 229, 
-43, 87, 131, -21, -87, 109, -63, -39, -9, 161, 170, 209, 
-39, 82, 122, -21, -80, 102, -82, -53, -43, 136, 156, 204, 
-39, 78, 117, -19, -78, 97, -87, -53, -63, 117, 136, 190, 
-39, 73, 112, -17, -75, 92, -87, -58, -92, 92, 112, 165, 
-39, 73, 112, -17, -75, 92, -97, -82, -126, 53, 78, 141, 
-39, 63, 102, -12, -70, 82, -107, -102, -161, 24, 53, 117, 
-43, 53, 97, -4, -70, 75, -102, -97, -165, 14, 43, 107, 
-39, 29, 68, 4, -53, 48, -92, -97, -165, 9, 39, 97, 
-43, 29, 73, 7, -58, 51, -97, -97, -175, 0, 29, 87, 
-43, 43, 87, 0, -65, 65, -97, -102, -190, -14, 19, 78, 
-39, 34, 73, 2, -56, 53, -97, -92, -190, -19, 19, 78, 
-39, 29, 68, 4, -53, 48, -92, -87, -190, -19, 19, 78, 
-53, 14, 68, 19, -61, 41, -68, -78, -180, -9, 24, 78, 
-78, -4, 73, 41, -75, 34, -39, -68, -165, 0, 29, 82, 
-92, -14, 78, 53, -85, 31, -14, -58, -146, 4, 34, 78, 
-107, -29, 78, 68, -92, 24, 9, -48, -126, 9, 39, 78, 
-107, -53, 53, 80, -80, 0, 14, -39, -126, 9, 39, 78, 
-107, -78, 29, 92, -68, -24, 19, -29, -126, 9, 39, 78, 
-107, -78, 29, 92, -68, -24, 19, -29, -122, 9, 39, 78, 
-107, -78, 29, 92, -68, -24, 24, -24, -117, 9, 39, 78, 
-107, -82, 24, 95, -65, -29, 34, -24, -117, 9, 39, 82, 
-112, -82, 29, 97, -70, -26, 39, -24, -107, 14, 39, 82, 
-112, -78, 34, 95, -73, -21, 43, -19, -107, 14, 43, 87, 
-112, -73, 39, 92, -75, -17, 43, -14, -107, 14, 43, 87, 
-112, -73, 39, 92, -75, -17, 48, -14, -102, 19, 48, 87, 
-117, -73, 43, 95, -80, -14, 48, -9, -102, 19, 48, 87, 
-117, -73, 43, 95, -80, -14, 48, -4, -92, 24, 48, 87, 
-112, -73, 39, 92, -75, -17, 48, -4, -82, 24, 48, 87, 
-112, -73, 39, 92, -75, -17, 53, -4, -78, 29, 53, 92, 
-112, -73, 39, 92, -75, -17, 53, -4, -73, 29, 53, 92, 
-112, -73, 39, 92, -75, -17, 53, -9, -68, 34, 58, 97, 
-117, -73, 43, 95, -80, -14, 48, -9, -68, 39, 63, 102, 
-117, -68, 48, 92, -82, -9, 48, -9, -68, 39, 68, 102, 
-117, -63, 53, 90, -85, -4, 48, -9, -63, 39, 68, 102, 
-122, -58, 63, 90, -92, 2, 48, -9, -68, 29, 58, 97, 
-122, -58, 63, 90, -92, 2, 48, -9, -73, 24, 53, 92, 
-117, -58, 58, 87, -87, 0, 48, -9, -73, 24, 53, 92, 
-117, -58, 58, 87, -87, 0, 48, -14, -73, 24, 53, 92, 
-122, -48, 73, 85, -97, 12, 39, -14, -73, 24, 53, 97, 
-126, -48, 78, 87, -102, 14, 34, -14, -73, 19, 53, 97, 
-126, -43, 82, 85, -104, 19, 39, -14, -73, 19, 53, 97, 
-126, -39, 87, 82, -107, 24, 39, -14, -68, 24, 58, 102, 
-126, -39, 87, 82, -107, 24, 34, -14, -68, 24, 58, 102, 
-131, -39, 92, 85, -112, 26, 34, -19, -68, 24, 58, 97, 
-136, -39, 97, 87, -117, 29, 34, -19, -68, 0, 19, 39, 
-126, -29, 97, 78, -112, 34, 34, -19, -63, 14, 34, 48, 
-112, -29, 82, 70, -97, 26, 29, -14, -58, 53, 102, 156, 
-136, -34, 102, 85, -119, 34, 29, -14, -58, 29, 48, 82, 
-131, -39, 92, 85, -112, 26, 29, -14, -58, 24, 58, 87, 
-122, -53, 68, 87, -95, 7, 34, -9, -63, 19, 58, 78, 
-117, -63, 53, 90, -85, -4, 39, 0, -63, 14, 48, 78, 
-112, -73, 39, 92, -75, -17, 39, 4, -87, -9, 19, 48, 
-87, -107, -19, 97, -34, -63, 43, 24, -122, -68, -43, -24, 
-58, -180, -122, 119, 31, -151, 58, 68, -165, -141, -107, -102, 
-24, -278, -253, 151, 114, -265, 82, 107, -239, -229, -214, -229, 
4, -390, -395, 192, 200, -392, 112, 151, -322, -336, -346, -395, 
19, -468, -488, 224, 253, -478, 151, 185, -390, -463, -497, -580, 
29, -575, -605, 273, 317, -590, 190, 219, -478, -610, -683, -785, 
14, -697, -712, 341, 363, -705, 234, 244, -556, -771, -902, -1068, 
9, -795, -805, 392, 407, -800, 278, 258, -619, -883, -1054, -1263, 
9, -897, -907, 444, 458, -902, 322, 278, -683, -990, -1180, -1429, 
14, -1010, -1024, 497, 519, -1017, 361, 331, -722, -1063, -1268, -1537, 
9, -1171, -1180, 580, 595, -1176, 414, 375, -805, -1190, -1439, -1761, 
9, -1302, -1312, 646, 661, -1307, 448, 414, -893, -1317, -1595, -1932, 
24, -1410, -1434, 692, 729, -1422, 492, 463, -936, -1390, -1678, -2049, 
48, -1537, -1586, 744, 817, -1561, 527, 512, -1010, -1503, -1790, -2196, 
122, -1693, -1815, 785, 968, -1754, 536, 536, -1200, -1717, -1995, -2371, 
161, -1859, -2020, 849, 1090, -1939, 546, 527, -1424, -1961, -2235, -2586, 
195, -2064, -2259, 934, 1227, -2161, 556, 507, -1712, -2259, -2498, -2815, 
214, -2191, -2405, 988, 1310, -2298, 517, 434, -1986, -2522, -2727, -2971, 
258, -2225, -2483, 983, 1371, -2354, 444, 341, -2264, -2752, -2908, -3098, 
312, -2215, -2527, 951, 1420, -2371, 297, 200, -2596, -2971, -3050, -3152, 
356, -2196, -2552, 919, 1454, -2374, 131, 39, -2781, -3064, -3093, -3128, 
356, -2132, -2488, 888, 1422, -2310, 19, -112, -2747, -2996, -3006, -3020, 
356, -2064, -2420, 854, 1388, -2242, -34, -185, -2635, -2845, -2849, -2845, 
390, -1912, -2303, 761, 1346, -2108, -102, -170, -2357, -2518, -2527, -2542, 
414, -1790, -2205, 688, 1310, -1998, -126, -141, -2044, -2166, -2186, -2225, 
395, -1673, -2069, 639, 1232, -1871, -107, -117, -1742, -1869, -1903, -1961, 
346, -1551, -1898, 602, 1122, -1725, -87, -126, -1561, -1668, -1703, -1761, 
229, -1454, -1683, 612, 956, -1568, -58, -136, -1346, -1449, -1493, -1566, 
58, -1342, -1400, 641, 729, -1371, -9, -165, -1141, -1239, -1293, -1385, 
-53, -1220, -1166, 636, 556, -1193, 4, -214, -976, -1078, -1137, -1210, 
-112, -971, -858, 541, 373, -915, -19, -273, -819, -888, -936, -990, 
-180, -732, -551, 456, 185, -641, -34, -292, -610, -658, -683, -727, 
-244, -551, -307, 397, 31, -429, 9, -234, -395, -409, -434, -468, 
-283, -375, -92, 329, -95, -234, 29, -185, -214, -200, -219, -244, 
-278, -185, 92, 231, -185, -46, 29, -151, -68, -19, -24, -24, 
-273, -63, 209, 168, -241, 73, 43, -102, 58, 126, 136, 136, 
-273, 9, 283, 131, -278, 146, 53, -58, 151, 224, 234, 224, 
-263, 78, 341, 92, -302, 209, 53, -43, 180, 273, 273, 278, 
-253, 122, 375, 65, -314, 248, 43, -43, 209, 302, 312, 331, 
-234, 156, 390, 39, -312, 273, 34, -43, 224, 322, 341, 366, 
-224, 175, 400, 24, -312, 287, 24, -43, 248, 346, 366, 380, 
-219, 185, 405, 17, -312, 295, 24, -39, 258, 361, 380, 395, 
-219, 200, 419, 9, -319, 309, 19, -34, 258, 361, 385, 414, 
-214, 209, 424, 2, -319, 317, 19, -29, 258, 370, 400, 429, 
-209, 229, 439, -9, -324, 334, 14, -29, 273, 390, 414, 439, 
-209, 239, 448, -14, -329, 344, 9, -29, 283, 409, 434, 463, 
-209, 248, 458, -19, -334, 353, 4, -29, 297, 419, 448, 483, 
-209, 268, 478, -29, -344, 373, 4, -24, 307, 429, 463, 502, 
-214, 273, 488, -29, -351, 380, 4, -24, 322, 448, 478, 522, 
-214, 283, 497, -34, -356, 390, 0, -24, 331, 463, 502, 536, 
-219, 312, 531, -46, -375, 422, -9, -29, 341, 483, 522, 561, 
-224, 326, 551, -51, -387, 439, -14, -34, 361, 502, 541, 585, 
-224, 346, 570, -61, -397, 458, -14, -34, 375, 512, 556, 605, 
-224, 361, 585, -68, -405, 473, -19, -39, 390, 531, 575, 624, 
-229, 380, 610, -75, -419, 495, -29, -39, 405, 556, 595, 653, 
-234, 414, 649, -90, -441, 531, -39, -43, 424, 575, 624, 688, 
-234, 434, 668, -100, -451, 551, -43, -48, 444, 610, 649, 722, 
-234, 448, 683, -107, -458, 566, -43, -53, 473, 634, 678, 751, 
-234, 468, 702, -117, -468, 585, -43, -58, 497, 658, 712, 780, 
-244, 492, 736, -124, -490, 614, -48, -58, 527, 692, 761, 819, 
-253, 522, 775, -134, -514, 649, -58, -63, 551, 732, 785, 858, 
-258, 551, 810, -146, -534, 680, -68, -68, 585, 771, 824, 912, 
-263, 595, 858, -165, -561, 727, -68, -73, 619, 810, 873, 956, 
-268, 634, 902, -183, -585, 768, -78, -78, 663, 854, 922, 1010, 
-268, 678, 946, -204, -607, 812, -87, -82, 702, 902, 966, 1058, 
-268, 717, 985, -224, -627, 851, -92, -82, 741, 956, 1024, 1112, 
-278, 751, 1029, -236, -653, 890, -102, -87, 780, 1005, 1083, 1176, 
-283, 780, 1063, -248, -673, 922, -112, -87, 819, 1054, 1137, 1229, 
-292, 844, 1137, -275, -714, 990, -122, -87, 863, 1112, 1195, 1298, 
-302, 897, 1200, -297, -751, 1049, -126, -97, 907, 1166, 1244, 1366, 
-312, 941, 1254, -314, -783, 1098, -126, -102, 941, 1215, 1293, 1405, 
-322, 976, 1298, -326, -810, 1137, -136, -107, 976, 1244, 1332, 1444, 
-326, 1015, 1342, -344, -834, 1178, -141, -107, 1015, 1283, 1376, 1488, 
-331, 1034, 1366, -351, -849, 1200, -141, -107, 1044, 1322, 1415, 1522, 
-341, 1058, 1400, -358, -871, 1229, -136, -102, 1068, 1346, 1439, 1546, 
-346, 1078, 1424, -366, -885, 1251, -136, -97, 1078, 1356, 1449, 1551, 
-346, 1093, 1439, -373, -893, 1266, -136, -97, 1088, 1371, 1464, 1556, 
-351, 1102, 1454, -375, -902, 1278, -136, -97, 1088, 1361, 1454, 1542, 
-351, 1098, 1449, -373, -900, 1273, -131, -97, 1068, 1337, 1415, 1503, 
-351, 1088, 1439, -368, -895, 1263, -131, -97, 1039, 1307, 1381, 1468, 
-341, 1058, 1400, -358, -871, 1229, -131, -97, 1005, 1263, 1337, 1429, 
-331, 1034, 1366, -351, -849, 1200, -131, -97, 956, 1200, 1278, 1371, 
-317, 985, 1302, -334, -810, 1144, -136, -97, 893, 1127, 1200, 1288, 
-307, 936, 1244, -314, -775, 1090, -136, -97, 824, 1044, 1127, 1220, 
-292, 893, 1185, -300, -739, 1039, -131, -97, 746, 961, 1044, 1137, 
-268, 839, 1107, -285, -688, 973, -131, -97, 673, 883, 961, 1054, 
-253, 751, 1005, -248, -629, 878, -131, -92, 590, 790, 873, 956, 
-234, 668, 902, -217, -568, 785, -126, -82, 512, 707, 785, 854, 
-214, 600, 814, -192, -514, 707, -122, -87, 439, 629, 707, 771, 
-195, 531, 727, -168, -461, 629, -112, -82, 370, 551, 629, 688, 
-175, 448, 624, -136, -400, 536, -107, -73, 297, 473, 551, 600, 
-156, 390, 546, -117, -351, 468, -107, -68, 229, 395, 473, 517, 
-141, 326, 468, -92, -305, 397, -102, -63, 180, 341, 414, 468, 
-136, 273, 409, -68, -273, 341, -92, -58, 141, 297, 370, 419, 
-126, 214, 341, -43, -234, 278, -78, -48, 92, 248, 312, 361, 
-122, 170, 292, -24, -207, 231, -63, -48, 58, 204, 263, 302, 
-117, 141, 258, -12, -187, 200, -58, -39, 34, 170, 229, 273, 
-117, 107, 224, 4, -170, 165, -53, -34, 14, 146, 209, 244, 
-117, 92, 209, 12, -163, 151, -43, -29, 0, 122, 180, 209, 
-112, 78, 190, 17, -151, 134, -34, -24, -14, 107, 156, 180, 
-112, 43, 156, 34, -134, 100, -24, -19, -29, 92, 136, 165, 
-112, 4, 117, 53, -114, 61, -19, -19, -34, 82, 131, 156, 
-122, -9, 112, 65, -117, 51, -19, -14, -48, 63, 117, 131, 
-126, -14, 112, 70, -119, 48, -14, -14, -68, 48, 97, 102, 
-126, -29, 97, 78, -112, 34, -9, -9, -68, 43, 87, 97, 
-126, -39, 87, 82, -107, 24, -4, -9, -73, 34, 87, 97, 
-126, -43, 82, 85, -104, 19, -4, -4, -68, 39, 92, 97, 
-131, -48, 82, 90, -107, 17, 0, 0, -63, 43, 92, 92, 
-131, -48, 82, 90, -107, 17, 0, 0, -68, 43, 87, 92, 
-136, -48, 87, 92, -112, 19, 0, 0, -68, 43, 87, 92, 
-136, -53, 82, 95, -109, 14, 4, 0, -63, 43, 87, 87, 
-136, -53, 82, 95, -109, 14, 4, 0, -63, 43, 82, 87, 
-136, -53, 82, 95, -109, 14, 9, -4, -63, 39, 82, 87, 
-136, -48, 87, 92, -112, 19, 9, -9, -58, 34, 82, 87, 
-146, -53, 92, 100, -119, 19, 9, -9, -58, 39, 78, 78, 
-156, -58, 97, 107, -126, 19, 9, -9, -58, 39, 73, 68, 
-156, -63, 92, 109, -124, 14, 9, -9, -58, 39, 78, 68, 
-161, -68, 92, 114, -126, 12, 14, -4, -58, 43, 82, 78, 
-161, -68, 92, 114, -126, 12, 19, -4, -58, 43, 92, 82, 
-161, -68, 92, 114, -126, 12, 19, -4, -53, 43, 92, 78, 
-151, -63, 87, 107, -119, 12, 14, -9, -53, 43, 87, 73, 
-146, -53, 92, 100, -119, 19, 14, -9, -58, 48, 87, 78, 
-141, -48, 92, 95, -117, 21, 19, -4, -34, 58, 102, 102, 
-141, -29, 112, 85, -126, 41, 24, 4, -14, 63, 102, 112, 
-141, -14, 126, 78, -134, 56, 24, 9, 0, 82, 122, 122, 
-136, -4, 131, 70, -134, 63, 29, 14, 14, 107, 141, 131, 
-126, 9, 136, 58, -131, 73, 43, 24, 48, 126, 165, 156, 
-117, 24, 141, 46, -129, 82, 48, 34, 78, 156, 185, 175, 
-112, 43, 156, 34, -134, 100, 87, 68, 107, 175, 200, 175, 
-102, 58, 161, 21, -131, 109, 87, 78, 131, 195, 214, 175, 
-102, 63, 165, 19, -134, 114, 82, 73, 131, 204, 229, 195, 
-102, 63, 165, 19, -134, 114, 92, 78, 141, 219, 244, 209, 
-102, 78, 180, 12, -141, 129, 87, 68, 146, 219, 239, 214, 
-97, 82, 180, 7, -139, 131, 87, 68, 161, 224, 244, 209, 
-92, 82, 175, 4, -134, 129, 39, 39, 136, 209, 229, 204, 
-87, 73, 161, 7, -124, 117, -19, 4, 102, 190, 209, 185, 
-92, 63, 156, 14, -124, 109, -43, -14, 63, 156, 185, 165, 
-92, 53, 146, 19, -119, 100, -68, -29, 19, 122, 165, 161, 
