I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
102, 658, 556, -380, -226, 607, 732, 1878, 780, 961, 1132, 522, 
87, 639, 551, -363, -231, 595, 722, 1810, 692, 893, 1093, 502, 
63, 619, 556, -341, -246, 588, 707, 1727, 580, 800, 1044, 488, 
43, 595, 551, -319, -253, 573, 683, 1625, 468, 707, 995, 448, 
19, 570, 551, -295, -265, 561, 644, 1522, 341, 619, 927, 434, 
4, 541, 536, -273, -265, 539, 614, 1424, 204, 517, 858, 395, 
-9, 507, 517, -248, -263, 512, 575, 1307, 58, 409, 800, 370, 
-14, 483, 497, -234, -256, 490, 522, 1176, -82, 292, 727, 336, 
-19, 444, 463, -212, -241, 453, 478, 1054, -219, 190, 653, 302, 
-14, 405, 419, -195, -217, 412, 429, 946, -356, 73, 585, 268, 
-29, 366, 395, -168, -212, 380, 380, 839, -492, -29, 522, 239, 
-34, 326, 361, -146, -197, 344, 322, 727, -610, -126, 458, 200, 
-29, 297, 326, -134, -178, 312, 283, 624, -712, -219, 390, 175, 
-24, 253, 278, -114, -151, 265, 239, 546, -819, -302, 331, 146, 
-24, 214, 239, -95, -131, 226, 204, 473, -927, -395, 278, 122, 
-29, 161, 190, -65, -109, 175, 156, 361, -1054, -512, 204, 78, 
-24, 146, 170, -61, -97, 158, 117, 297, -1122, -556, 165, 63, 
-19, 136, 156, -58, -87, 146, 78, 234, -1190, -605, 126, 48, 
-19, 107, 126, -43, -73, 117, 63, 185, -1249, -663, 92, 24, 
-19, 78, 97, -29, -58, 87, 48, 136, -1307, -722, 58, 0, 
-19, 63, 82, -21, -51, 73, 34, 122, -1337, -756, 34, -9, 
-14, 43, 58, -14, -36, 51, 19, 97, -1371, -780, 9, -24, 
-14, 29, 43, -7, -29, 36, 9, 78, -1410, -810, -14, -39, 
-9, 9, 19, 0, -14, 14, 0, 48, -1444, -834, -39, -43, 
-9, -9, 0, 9, -4, -4, -4, 24, -1464, -868, -58, -68, 
-9, -19, -9, 14, 0, -14, -14, 4, -1483, -888, -73, -68, 
-14, -29, -14, 21, 0, -21, -14, 4, -1507, -902, -87, -87, 
-14, -43, -29, 29, 7, -36, -19, -14, -1522, -922, -97, -92, 
-19, -53, -34, 36, 7, -43, -24, -24, -1537, -941, -112, -102, 
-24, -68, -43, 46, 9, -56, -19, -29, -1542, -946, -122, -107, 
-24, -78, -53, 51, 14, -65, -19, -34, -1556, -961, -136, -122, 
-29, -87, -58, 58, 14, -73, -9, -39, -1571, -980, -151, -122, 
-29, -92, -63, 61, 17, -78, -14, -43, -1586, -990, -146, -131, 
-29, -87, -58, 58, 14, -73, -19, -48, -1590, -985, -146, -126, 
-39, -92, -53, 65, 7, -73, -14, -58, -1610, -985, -156, -131, 
-43, -107, -63, 75, 9, -85, -4, -73, -1639, -1010, -170, -136, 
-58, -136, -78, 97, 9, -107, 4, -73, -1688, -1063, -214, -165, 
-73, -156, -82, 114, 4, -119, 24, -87, -1747, -1132, -268, -190, 
-87, -175, -87, 131, 0, -131, 39, -102, -1805, -1161, -283, -204, 
-112, -204, -92, 158, -9, -148, 53, -156, -1883, -1190, -302, -214, 
-122, -219, -97, 170, -12, -158, 58, -214, -1976, -1239, -336, -239, 
-156, -248, -92, 202, -31, -170, 63, -287, -2074, -1302, -375, -248, 
-180, -263, -82, 222, -48, -173, 63, -366, -2191, -1371, -400, -273, 
-209, -283, -73, 246, -68, -178, 63, -444, -2283, -1410, -434, -283, 
-234, -302, -68, 268, -82, -185, 73, -546, -2391, -1468, -468, -302, 
-239, -302, -63, 270, -87, -183, 53, -590, -2449, -1493, -478, -302, 
-248, -287, -39, 268, -104, -163, 39, -658, -2479, -1507, -473, -302, 
-283, -307, -24, 295, -129, -165, 34, -805, -2664, -1600, -522, -331, 
-331, -326, 4, 329, -168, -161, 29, -961, -2879, -1717, -595, -356, 
-385, -439, -53, 412, -165, -246, 39, -1102, -3103, -1922, -727, -434, 
-439, -522, -82, 480, -178, -302, 39, -1273, -3323, -2074, -834, -497, 
-478, -580, -102, 529, -187, -341, 39, -1459, -3498, -2200, -922, -536, 
-527, -668, -141, 597, -192, -405, 39, -1620, -3708, -2371, -1039, -605, 
-570, -771, -200, 671, -185, -485, 39, -1722, -3869, -2552, -1171, -673, 
-590, -829, -239, 710, -175, -534, 19, -1810, -3967, -2635, -1239, -727, 
-610, -849, -239, 729, -185, -544, -4, -1986, -4128, -2732, -1307, -756, 
-658, -927, -268, 793, -195, -597, -43, -2152, -4318, -2884, -1405, -810, 
-707, -1024, -317, 866, -195, -671, -78, -2293, -4479, -3059, -1527, -883, 
-736, -1098, -361, 917, -187, -729, -117, -2459, -4640, -3186, -1620, -946, 
-746, -1122, -375, 934, -185, -749, -141, -2552, -4723, -3259, -1678, -976, 
-741, -1185, -444, 963, -148, -814, -161, -2552, -4782, -3352, -1761, -1039, 
-736, -1317, -580, 1027, -78, -949, -200, -2571, -4845, -3494, -1893, -1112, 
-751, -1468, -717, 1110, -17, -1093, -185, -2581, -4928, -3640, -2010, -1210, 
-756, -1537, -780, 1146, 12, -1159, -195, -2635, -5006, -3713, -2083, -1263, 
-756, -1507, -751, 1132, -2, -1129, -248, -2776, -5138, -3801, -2113, -1259, 
-751, -1503, -751, 1127, 0, -1127, -385, -2937, -5314, -3938, -2186, -1263, 
-712, -1459, -746, 1085, 17, -1102, -546, -3089, -5426, -4026, -2220, -1268, 
-668, -1424, -756, 1046, 43, -1090, -717, -3294, -5577, -4128, -2269, -1263, 
-570, -1410, -839, 990, 134, -1124, -1000, -3401, -5646, -4162, -2244, -1234, 
-439, -1351, -912, 895, 236, -1132, -1259, -3381, -5538, -4123, -2191, -1195, 
-268, -1249, -980, 758, 356, -1115, -1473, -3303, -5402, -4035, -2127, -1127, 
-126, -1083, -956, 605, 414, -1019, -1629, -3176, -5187, -3850, -1986, -1024, 
4, -946, -951, 470, 478, -949, -1673, -2962, -4909, -3674, -1854, -936, 
112, -814, -927, 351, 519, -871, -1673, -2713, -4587, -3464, -1712, -849, 
190, -727, -917, 268, 553, -822, -1625, -2493, -4304, -3264, -1595, -766, 
278, -614, -893, 168, 585, -753, -1576, -2293, -4094, -3093, -1473, -678, 
331, -502, -834, 85, 583, -668, -1512, -2113, -3864, -2908, -1322, -600, 
370, -473, -844, 51, 607, -658, -1459, -1956, -3664, -2771, -1254, -561, 
419, -414, -834, -2, 627, -624, -1385, -1776, -3430, -2610, -1161, -497, 
483, -234, -717, -124, 600, -475, -1302, -1532, -3089, -2303, -936, -341, 
448, -19, -468, -214, 458, -244, -1054, -1107, -2542, -1805, -595, -180, 
341, 4, -336, -173, 339, -165, -736, -610, -1976, -1376, -361, -122, 
292, 43, -248, -168, 270, -102, -527, -209, -1532, -1024, -165, -58, 
248, 141, -107, -195, 178, 17, -322, 175, -1083, -629, 92, 53, 
248, 239, -9, -244, 129, 114, -122, 488, -692, -287, 331, 175, 
229, 292, 63, -261, 82, 178, 24, 732, -405, -48, 483, 224, 
229, 361, 131, -295, 48, 246, 73, 922, -200, 97, 580, 287, 
229, 419, 190, -324, 19, 305, 107, 1034, -58, 224, 673, 341, 
234, 444, 209, -339, 12, 326, 156, 1102, 34, 302, 727, 356, 
239, 463, 224, -351, 7, 344, 180, 1151, 92, 322, 736, 366, 
248, 497, 248, -373, 0, 373, 180, 1210, 165, 395, 780, 390, 
253, 536, 283, -395, -14, 409, 195, 1293, 273, 492, 849, 434, 
273, 561, 287, -417, -7, 424, 219, 1381, 370, 575, 907, 448, 
292, 595, 302, -444, -4, 448, 248, 1439, 429, 590, 922, 473, 
312, 644, 331, -478, -9, 488, 268, 1517, 517, 658, 956, 497, 
322, 707, 385, -514, -31, 546, 297, 1615, 634, 775, 1049, 536, 
331, 741, 409, -536, -39, 575, 346, 1703, 732, 858, 1098, 575, 
341, 771, 429, -556, -43, 600, 385, 1766, 780, 878, 1112, 600, 
341, 795, 453, -568, -56, 624, 414, 1834, 854, 932, 1141, 610, 
346, 834, 488, -590, -70, 661, 448, 1922, 951, 1039, 1205, 634, 
361, 868, 507, -614, -73, 688, 483, 2000, 1024, 1088, 1249, 663, 
370, 888, 517, -629, -73, 702, 522, 2034, 1049, 1098, 1268, 678, 
375, 907, 531, -641, -78, 719, 527, 2054, 1058, 1122, 1283, 683, 
370, 932, 561, -651, -95, 746, 541, 2098, 1112, 1176, 1317, 707, 
361, 946, 585, -653, -112, 766, 561, 2127, 1156, 1210, 1327, 717, 
351, 971, 619, -661, -134, 795, 566, 2117, 1141, 1210, 1332, 722, 
336, 980, 644, -658, -153, 812, 575, 2113, 1117, 1205, 1327, 732, 
317, 985, 668, -651, -175, 827, 585, 2098, 1098, 1185, 1327, 741, 
302, 971, 668, -636, -183, 819, 605, 2083, 1058, 1166, 1322, 717, 
278, 961, 683, -619, -202, 822, 614, 2049, 1005, 1127, 1307, 707, 
258, 946, 688, -602, -214, 817, 624, 1991, 941, 1093, 1273, 692, 
244, 932, 688, -588, -222, 810, 624, 1927, 863, 1044, 1234, 683, 
224, 902, 678, -563, -226, 790, 610, 1859, 775, 976, 1205, 663, 
200, 873, 673, -536, -236, 773, 590, 1776, 658, 883, 1151, 644, 
185, 849, 663, -517, -239, 756, 561, 1668, 546, 795, 1102, 605, 
170, 824, 653, -497, -241, 739, 522, 1561, 419, 707, 1034, 585, 
161, 790, 629, -475, -234, 710, 497, 1459, 278, 590, 966, 541, 
146, 741, 595, -444, -224, 668, 458, 1337, 126, 468, 897, 512, 
131, 688, 556, -409, -212, 622, 409, 1205, -14, 351, 814, 468, 
112, 629, 517, -370, -202, 573, 375, 1083, -151, 248, 741, 429, 
92, 556, 463, -324, -185, 509, 351, 976, -292, 122, 663, 380, 
58, 478, 419, -268, -180, 448, 322, 868, -439, 4, 580, 331, 
29, 405, 375, -217, -173, 390, 268, 741, -580, -112, 488, 268, 
4, 336, 331, -170, -163, 334, 234, 624, -702, -224, 400, 224, 
4, 292, 287, -148, -141, 290, 195, 546, -810, -312, 341, 195, 
4, 244, 239, -124, -117, 241, 141, 419, -971, -444, 263, 156, 
0, 200, 200, -100, -100, 200, 107, 346, -1049, -512, 204, 122, 
-4, 161, 165, -78, -85, 163, 73, 278, -1132, -585, 151, 92, 
-9, 126, 136, -58, -73, 131, 43, 214, -1210, -649, 107, 63, 
-19, 97, 117, -39, -68, 107, 19, 156, -1288, -712, 68, 39, 
-19, 73, 92, -26, -56, 82, 4, 112, -1337, -751, 39, 24, 
-19, 48, 68, -14, -43, 58, -9, 68, -1385, -790, 9, 9, 
-19, 29, 48, -4, -34, 39, -19, 43, -1420, -829, -14, -9, 
-19, 9, 29, 4, -24, 19, -29, 14, -1454, -858, -39, -19, 
-19, -9, 9, 14, -14, 0, -43, -9, -1493, -888, -68, -34, 
-19, -29, -9, 24, -4, -19, -48, -29, -1512, -907, -87, -58, 
-19, -39, -19, 29, 0, -29, -53, -43, -1537, -936, -107, -68, 
-24, -53, -29, 39, 2, -41, -53, -43, -1566, -956, -126, -92, 
-24, -73, -48, 48, 12, -61, -53, -63, -1581, -971, -136, -92, 
-24, -82, -58, 53, 17, -70, -58, -78, -1595, -990, -151, -102, 
-24, -97, -73, 61, 24, -85, -58, -87, -1600, -995, -161, -107, 
-24, -107, -82, 65, 29, -95, -58, -92, -1615, -1015, -180, -122, 
-29, -117, -87, 73, 29, -102, -48, -97, -1629, -1039, -200, -117, 
-34, -126, -92, 80, 29, -109, -48, -102, -1644, -1054, -200, -126, 
-39, -126, -87, 82, 24, -107, -48, -107, -1649, -1054, -204, -126, 
-48, -131, -82, 90, 17, -107, -39, -112, -1668, -1054, -214, -131, 
-53, -146, -92, 100, 19, -119, -24, -122, -1703, -1078, -229, -131, 
-68, -175, -107, 122, 19, -141, -14, -122, -1756, -1122, -258, -156, 
-82, -195, -112, 139, 14, -153, 4, -146, -1815, -1176, -297, -180, 
-102, -214, -112, 158, 4, -163, 19, -170, -1878, -1210, -322, -195, 
-131, -239, -107, 185, -12, -173, 34, -214, -1947, -1244, -346, -204, 
-141, -244, -102, 192, -19, -173, 39, -263, -2025, -1288, -375, -234, 
-175, -268, -92, 222, -41, -180, 43, -336, -2113, -1332, -405, -239, 
-200, -283, -82, 241, -58, -183, 48, -414, -2220, -1390, -424, -253, 
-229, -292, -63, 261, -82, -178, 53, -483, -2313, -1434, -453, -263, 
-253, -302, -48, 278, -102, -175, 63, -580, -2420, -1493, -483, -283, 
-253, -297, -43, 275, -104, -170, 43, -624, -2454, -1498, -488, -273, 
-263, -292, -29, 278, -117, -161, 29, -688, -2479, -1507, -488, -268, 
-302, -322, -19, 312, -141, -170, 24, -834, -2659, -1605, -527, -302, 
-351, -336, 14, 344, -183, -161, 24, -990, -2849, -1708, -575, -331, 
-405, -448, -43, 427, -180, -246, 39, -1141, -3069, -1912, -722, -414, 
-458, -531, -73, 495, -192, -302, 39, -1302, -3279, -2064, -844, -478, 
-492, -566, -73, 529, -209, -319, 34, -1473, -3440, -2152, -897, -497, 
-527, -619, -92, 573, -217, -356, 29, -1620, -3616, -2269, -971, -546, 
-561, -712, -151, 636, -204, -431, 24, -1708, -3742, -2435, -1093, -614, 
-580, -771, -190, 675, -195, -480, -4, -1790, -3825, -2518, -1161, -658, 
-600, -780, -180, 690, -209, -480, -39, -1961, -3982, -2605, -1220, -678, 
-634, -839, -204, 736, -214, -522, -92, -2122, -4157, -2732, -1298, -732, 
-678, -941, -263, 810, -207, -602, -136, -2278, -4328, -2923, -1434, -805, 
-717, -1029, -312, 873, -202, -671, -175, -2449, -4499, -3064, -1551, -858, 
-732, -1034, -302, 883, -214, -668, -200, -2532, -4587, -3123, -1590, -878, 
-727, -1068, -341, 897, -192, -705, -229, -2557, -4665, -3211, -1639, -936, 
-717, -1224, -507, 971, -104, -866, -273, -2596, -4758, -3381, -1800, -1029, 
-717, -1385, -668, 1051, -24, -1027, -283, -2644, -4870, -3557, -1952, -1137, 
-707, -1444, -736, 1076, 14, -1090, -317, -2732, -4948, -3625, -2015, -1176, 
-707, -1400, -692, 1054, -7, -1046, -366, -2854, -5050, -3679, -2025, -1166, 
-717, -1385, -668, 1051, -24, -1027, -497, -3010, -5226, -3816, -2098, -1176, 
-692, -1371, -678, 1032, -7, -1024, -644, -3142, -5343, -3923, -2132, -1180, 
-663, -1356, -692, 1010, 14, -1024, -785, -3337, -5490, -4021, -2181, -1176, 
-595, -1366, -771, 980, 87, -1068, -1019, -3469, -5592, -4084, -2200, -1166, 
-458, -1312, -854, 885, 197, -1083, -1283, -3450, -5514, -4065, -2156, -1137, 
-302, -1273, -971, 788, 334, -1122, -1517, -3406, -5436, -4030, -2127, -1107, 
-180, -1151, -971, 666, 395, -1061, -1673, -3298, -5246, -3889, -2020, -1029, 
-19, -961, -941, 490, 461, -951, -1732, -3059, -4948, -3679, -1854, -917, 
102, -814, -917, 356, 509, -866, -1722, -2781, -4616, -3445, -1708, -829, 
180, -717, -897, 268, 539, -807, -1664, -2542, -4323, -3245, -1590, -746, 
268, -585, -854, 158, 561, -719, -1615, -2337, -4113, -3074, -1459, -649, 
331, -473, -805, 70, 568, -639, -1542, -2142, -3860, -2879, -1307, -570, 
390, -458, -849, 34, 619, -653, -1483, -1976, -3669, -2776, -1268, -546, 
429, -414, -844, -7, 636, -629, -1390, -1766, -3420, -2605, -1176, -497, 
492, -224, -717, -134, 605, -470, -1322, -1517, -3069, -2288, -927, -322, 
478, -19, -497, -229, 488, -258, -1112, -1141, -2591, -1849, -619, -156, 
361, -14, -375, -173, 368, -195, -771, -629, -2020, -1420, -400, -112, 
307, 24, -283, -165, 295, -129, -551, -229, -1571, -1078, -200, -48, 
253, 126, -126, -190, 190, 0, -341, 156, -1122, -678, 73, 68, 
239, 244, 4, -241, 117, 124, -146, 483, -727, -326, 322, 190, 
219, 312, 92, -265, 63, 202, -9, 717, -434, -73, 478, 234, 
219, 370, 151, -295, 34, 261, 53, 902, -224, 78, 575, 297, 
224, 434, 209, -329, 7, 322, 97, 1015, -92, 185, 678, 361, 
229, 473, 244, -351, -7, 358, 141, 1098, 14, 297, 756, 385, 
248, 478, 229, -363, 9, 353, 151, 1141, 73, 312, 741, 385, 
278, 492, 214, -385, 31, 353, 151, 1195, 141, 341, 756, 400, 
268, 527, 258, -397, 4, 392, 165, 1283, 244, 434, 819, 444, 
273, 551, 278, -412, -2, 414, 180, 1371, 341, 527, 878, 453, 
292, 575, 283, -434, 4, 429, 200, 1420, 400, 541, 893, 473, 
307, 590, 283, -448, 12, 436, 214, 1478, 463, 590, 912, 488, 
322, 639, 317, -480, 2, 478, 239, 1571, 570, 702, 995, 517, 
331, 673, 341, -502, -4, 507, 273, 1664, 673, 795, 1049, 546, 
336, 702, 366, -519, -14, 534, 297, 1717, 712, 810, 1063, 566, 
341, 722, 380, -531, -19, 551, 326, 1776, 771, 844, 1083, 580, 
346, 746, 400, -546, -26, 573, 361, 1859, 863, 932, 1137, 605, 
351, 775, 424, -563, -36, 600, 400, 1942, 946, 980, 1176, 624, 
351, 790, 439, -570, -43, 614, 439, 1976, 971, 990, 1195, 629, 
351, 805, 453, -578, -51, 629, 468, 2015, 990, 1015, 1210, 634, 
341, 829, 488, -585, -73, 658, 512, 2083, 1054, 1078, 1254, 658, 
326, 824, 497, -575, -85, 661, 551, 2127, 1098, 1122, 1273, 658, 
317, 824, 507, -570, -95, 666, 580, 2127, 1083, 1122, 1273, 634, 
307, 824, 517, -566, -104, 671, 614, 2137, 1063, 1117, 1268, 614, 
287, 829, 541, -558, -126, 685, 649, 2137, 1058, 1112, 1268, 644, 
273, 834, 561, -553, -143, 697, 673, 2127, 1034, 1107, 1263, 658, 
248, 849, 600, -549, -175, 724, 688, 2113, 1000, 1083, 1268, 663, 
224, 849, 624, -536, -200, 736, 702, 2069, 951, 1063, 1254, 653, 
214, 858, 644, -536, -214, 751, 712, 2015, 888, 1034, 1229, 653, 
204, 863, 658, -534, -226, 761, 712, 1956, 819, 990, 1220, 649, 
170, 854, 683, -512, -256, 768, 707, 1873, 712, 907, 1176, 639, 
141, 839, 697, -490, -278, 768, 692, 1771, 605, 824, 1132, 605, 
122, 814, 692, -468, -285, 753, 658, 1664, 488, 736, 1068, 590, 
112, 785, 673, -448, -280, 729, 634, 1561, 361, 634, 1005, 551, 
102, 761, 658, -431, -278, 710, 585, 1444, 214, 531, 941, 527, 
102, 746, 644, -424, -270, 695, 522, 1312, 73, 419, 863, 492, 
92, 692, 600, -392, -253, 646, 458, 1166, -78, 317, 790, 458, 
92, 639, 546, -366, -226, 592, 390, 1034, -229, 200, 722, 424, 
82, 624, 541, -353, -229, 583, 322, 902, -385, 92, 653, 400, 
82, 610, 527, -346, -222, 568, 244, 766, -522, -9, 585, 366, 
82, 575, 492, -329, -204, 534, 180, 639, -639, -117, 517, 331, 
82, 527, 444, -305, -180, 485, 112, 536, -761, -214, 458, 292, 
82, 488, 405, -285, -161, 446, 73, 439, -888, -307, 395, 268, 
78, 434, 356, -256, -139, 395, 19, 302, -1034, -424, 312, 224, 
73, 385, 312, -229, -119, 348, -9, 239, -1107, -497, 263, 190, 
73, 336, 263, -204, -95, 300, -43, 180, -1185, -570, 219, 161, 
68, 287, 219, -178, -75, 253, -63, 126, -1249, -639, 161, 126, 
68, 244, 175, -156, -53, 209, -87, 78, -1317, -712, 107, 97, 
68, 224, 156, -146, -43, 190, -97, 48, -1361, -746, 82, 78, 
68, 204, 136, -136, -34, 170, -107, 19, -1405, -780, 58, 58, 
68, 185, 117, -126, -24, 151, -112, -14, -1434, -800, 39, 43, 
58, 156, 97, -107, -19, 126, -117, -39, -1468, -824, 14, 29, 
53, 131, 78, -92, -12, 104, -126, -63, -1503, -854, -9, 19, 
39, 97, 58, -68, -9, 78, -126, -68, -1522, -888, -29, -9, 
24, 53, 29, -39, -2, 41, -112, -78, -1542, -922, -63, -29, 
4, 4, 0, -4, 2, 2, -92, -73, -1566, -946, -97, -63, 
-24, -53, -29, 39, 2, -41, -82, -87, -1586, -966, -117, -78, 
-53, -102, -48, 78, -2, -75, -78, -97, -1605, -990, -141, -102, 
-58, -117, -58, 87, 0, -87, -73, -107, -1620, -995, -151, -112, 
-63, -126, -63, 95, 0, -95, -68, -112, -1644, -1015, -170, -131, 
-68, -136, -68, 102, 0, -102, -53, -117, -1659, -1039, -190, -136, 
-73, -146, -73, 109, 0, -109, -48, -122, -1673, -1054, -190, -156, 
-82, -161, -78, 122, -2, -119, -48, -136, -1703, -1078, -209, -165, 
-97, -180, -82, 139, -7, -131, -39, -151, -1747, -1102, -234, -180, 
-102, -195, -92, 148, -4, -143, -24, -175, -1790, -1127, -253, -185, 
-117, -224, -107, 170, -4, -165, -14, -190, -1854, -1171, -287, -214, 
-131, -253, -122, 192, -4, -187, 4, -219, -1912, -1229, -326, -244, 
-151, -283, -131, 217, -9, -207, 19, -248, -1976, -1268, -351, -263, 
-190, -312, -122, 251, -34, -217, 34, -307, -2069, -1307, -380, -273, 
-209, -322, -112, 265, -48, -217, 39, -370, -2171, -1356, -414, -302, 
-244, -346, -102, 295, -70, -224, 43, -444, -2249, -1400, -444, -307, 
-268, -361, -92, 314, -87, -226, 48, -522, -2347, -1459, -463, -322, 
-297, -366, -68, 331, -114, -217, 53, -580, -2405, -1478, -483, -331, 
-322, -370, -48, 346, -136, -209, 63, -668, -2479, -1512, -502, -351, 
-336, -385, -48, 361, -143, -217, 53, -746, -2586, -1576, -536, -356, 
-361, -400, -39, 380, -161, -219, 48, -844, -2684, -1644, -566, -366, 
-400, -463, -63, 431, -168, -263, 43, -990, -2869, -1756, -644, -414, 
-448, -512, -63, 480, -192, -287, 43, -1146, -3064, -1873, -732, -458, 
-492, -580, -87, 536, -202, -334, 58, -1278, -3235, -2039, -829, -517, 
-536, -619, -82, 578, -226, -351, 58, -1420, -3396, -2152, -902, -556, 
-561, -653, -92, 607, -234, -373, 39, -1556, -3513, -2220, -956, -575, 
-585, -707, -122, 646, -231, -414, 19, -1668, -3645, -2318, -1029, -624, 
-610, -780, -170, 695, -219, -475, 0, -1751, -3772, -2479, -1132, -683, 
-619, -819, -200, 719, -209, -509, -43, -1830, -3855, -2557, -1180, -717, 
-634, -839, -204, 736, -214, -522, -73, -1995, -3996, -2640, -1249, -732, 
-663, -907, -244, 785, -209, -575, -122, -2152, -4157, -2762, -1337, -780, 
-692, -980, -287, 836, -202, -634, -175, -2264, -4304, -2923, -1434, -854, 
-717, -1039, -322, 878, -197, -680, -224, -2391, -4450, -3035, -1512, -907, 
-727, -1098, -370, 912, -178, -734, -253, -2488, -4553, -3137, -1605, -941, 
-717, -1185, -468, 951, -124, -827, -287, -2527, -4645, -3269, -1708, -1015, 
-702, -1263, -561, 983, -70, -912, -370, -2601, -4733, -3391, -1795, -1058, 
-697, -1346, -649, 1022, -24, -997, -419, -2684, -4840, -3518, -1873, -1117, 
-678, -1376, -697, 1027, 9, -1037, -497, -2771, -4919, -3586, -1932, -1141, 
-668, -1302, -634, 985, -17, -968, -590, -2893, -5021, -3640, -1937, -1117, 
-649, -1244, -595, 946, -26, -919, -717, -3015, -5138, -3718, -1981, -1117, 
-595, -1185, -590, 890, -2, -888, -858, -3113, -5197, -3767, -1986, -1112, 
-561, -1190, -629, 875, 34, -910, -1015, -3245, -5304, -3855, -2025, -1107, 
-488, -1220, -732, 854, 122, -976, -1263, -3313, -5368, -3908, -2034, -1098, 
-380, -1210, -829, 795, 224, -1019, -1444, -3274, -5294, -3913, -2030, -1093, 
-253, -1215, -961, 734, 353, -1088, -1595, -3211, -5221, -3904, -2039, -1088, 
-146, -1127, -980, 636, 417, -1054, -1698, -3079, -5011, -3742, -1937, -1024, 
0, -971, -971, 485, 485, -971, -1703, -2815, -4694, -3513, -1776, -927, 
122, -814, -936, 346, 529, -875, -1683, -2557, -4372, -3274, -1605, -819, 
200, -707, -907, 253, 553, -807, -1615, -2337, -4089, -3069, -1464, -717, 
263, -600, -863, 168, 563, -732, -1546, -2127, -3879, -2893, -1346, -649, 
302, -512, -814, 104, 558, -663, -1454, -1927, -3625, -2693, -1210, -600, 
351, -448, -800, 48, 575, -624, -1376, -1732, -3381, -2542, -1122, -531, 
380, -356, -736, -12, 558, -546, -1263, -1493, -3079, -2322, -980, -439, 
405, -224, -629, -90, 517, -427, -1117, -1176, -2674, -1961, -722, -312, 
351, -78, -429, -136, 390, -253, -829, -732, -2142, -1478, -405, -195, 
268, -29, -297, -119, 283, -163, -541, -297, -1639, -1088, -195, -112, 
248, 53, -195, -151, 222, -70, -375, 24, -1259, -785, -4, -9, 
209, 151, -58, -180, 134, 46, -204, 356, -873, -434, 234, 87, 
209, 263, 53, -236, 78, 158, -48, 629, -541, -131, 448, 190, 
190, 331, 141, -261, 24, 236, 48, 805, -307, 63, 575, 234, 
190, 390, 200, -290, -4, 295, 73, 932, -156, 156, 644, 297, 
200, 434, 234, -317, -17, 334, 102, 1024, -39, 244, 722, 346, 
209, 453, 244, -331, -17, 348, 131, 1088, 53, 336, 775, 356, 
214, 473, 258, -344, -21, 366, 141, 1132, 112, 375, 785, 361, 
229, 502, 273, -366, -21, 387, 141, 1185, 180, 429, 824, 380, 
234, 536, 302, -385, -34, 419, 151, 1263, 278, 512, 883, 424, 
253, 561, 307, -407, -26, 434, 161, 1342, 370, 595, 936, 434, 
273, 595, 322, -434, -24, 458, 180, 1390, 429, 610, 951, 453, 
287, 619, 331, -453, -21, 475, 195, 1449, 492, 658, 971, 468, 
292, 653, 361, -473, -34, 507, 219, 1527, 585, 756, 1044, 497, 
292, 673, 380, -483, -43, 527, 253, 1605, 673, 834, 1088, 527, 
302, 692, 390, -497, -43, 541, 278, 1659, 712, 849, 1102, 541, 
312, 702, 390, -507, -39, 546, 307, 1717, 771, 883, 1122, 551, 
317, 722, 405, -519, -43, 563, 341, 1790, 844, 966, 1171, 575, 
322, 746, 424, -534, -51, 585, 380, 1864, 907, 1010, 1205, 595, 
322, 761, 439, -541, -58, 600, 419, 1893, 932, 1019, 1220, 600, 
322, 775, 453, -549, -65, 614, 448, 1927, 951, 1044, 1229, 605, 
307, 800, 492, -553, -92, 646, 492, 1986, 995, 1083, 1259, 629, 
287, 795, 507, -541, -109, 651, 531, 2020, 1019, 1102, 1263, 629, 
273, 795, 522, -534, -124, 658, 551, 2015, 1005, 1102, 1263, 619, 
258, 795, 536, -527, -139, 666, 575, 2020, 985, 1098, 1259, 614, 
234, 790, 556, -512, -161, 673, 600, 2005, 961, 1088, 1259, 614, 
214, 785, 570, -500, -178, 678, 614, 1981, 917, 1078, 1254, 600, 
190, 785, 595, -488, -202, 690, 624, 1937, 863, 1024, 1239, 600, 
165, 771, 605, -468, -219, 688, 634, 1864, 795, 976, 1205, 585, 
146, 756, 610, -451, -231, 683, 629, 1800, 707, 922, 1156, 575, 
126, 736, 610, -431, -241, 673, 614, 1732, 614, 854, 1122, 561, 
102, 717, 614, -409, -256, 666, 595, 1639, 502, 766, 1073, 546, 
82, 692, 610, -387, -263, 651, 566, 1527, 390, 678, 1024, 507, 
58, 668, 610, -363, -275, 639, 531, 1420, 263, 585, 956, 488, 
43, 639, 595, -341, -275, 617, 507, 1317, 126, 478, 888, 444, 
29, 585, 556, -307, -263, 570, 468, 1200, -19, 361, 819, 414, 
24, 541, 517, -283, -246, 529, 414, 1068, -161, 234, 736, 375, 
14, 502, 488, -258, -236, 495, 375, 946, -297, 141, 663, 341, 
14, 463, 448, -239, -217, 456, 331, 839, -434, 34, 595, 307, 
0, 424, 424, -212, -212, 424, 287, 732, -566, -63, 531, 278, 
-4, 385, 390, -190, -197, 387, 234, 619, -678, -156, 468, 239, 
-4, 361, 366, -178, -185, 363, 209, 531, -780, -253, 400, 214, 
