I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-48, 39, 87, 4, -68, 63, -82, -73, -1551, -839, 43, -29, 
-48, 24, 73, 12, -61, 48, -78, -63, -1576, -858, 19, -58, 
-43, 4, 48, 19, -46, 26, -78, -73, -1590, -883, 0, -73, 
-43, -4, 39, 24, -41, 17, -87, -78, -1595, -902, -4, -63, 
-43, -19, 24, 31, -34, 2, -87, -78, -1590, -907, -4, -48, 
-43, -14, 29, 29, -36, 7, -87, -82, -1600, -907, -4, -63, 
-48, -9, 39, 29, -43, 14, -78, -87, -1610, -912, -4, -63, 
-53, -19, 34, 36, -43, 7, -78, -92, -1620, -927, -14, -82, 
-58, -19, 39, 39, -48, 9, -78, -97, -1620, -927, -29, -87, 
-58, -29, 29, 43, -43, 0, -68, -82, -1620, -927, -43, -92, 
-53, -48, 4, 51, -29, -21, -53, -73, -1629, -951, -63, -97, 
-68, -78, -9, 73, -29, -43, -39, -68, -1678, -995, -92, -122, 
-82, -97, -14, 90, -34, -56, -14, -78, -1737, -1054, -131, -141, 
-102, -117, -14, 109, -43, -65, 0, -92, -1800, -1102, -161, -156, 
-131, -146, -14, 139, -58, -80, 14, -146, -1883, -1151, -195, -165, 
-141, -156, -14, 148, -63, -85, 29, -204, -2000, -1205, -239, -195, 
-175, -180, -4, 178, -85, -92, 43, -278, -2122, -1273, -287, -209, 
-190, -180, 9, 185, -100, -85, 48, -346, -2239, -1351, -307, -234, 
-209, -185, 24, 197, -117, -80, 53, -414, -2332, -1400, -336, -244, 
-234, -165, 68, 200, -151, -48, 78, -512, -2440, -1454, -351, -253, 
-239, -126, 112, 183, -175, -7, 73, -551, -2498, -1473, -341, -244, 
-253, -151, 102, 202, -178, -24, 68, -619, -2571, -1537, -375, -248, 
-292, -209, 82, 251, -187, -63, 73, -766, -2801, -1678, -463, -283, 
-341, -214, 126, 278, -234, -43, 82, -907, -3015, -1800, -536, -312, 
-395, -312, 82, 353, -239, -114, 107, -1034, -3240, -2010, -668, -395, 
-448, -429, 19, 439, -234, -204, 107, -1185, -3469, -2176, -795, -468, 
-488, -522, -34, 505, -226, -278, 107, -1351, -3655, -2318, -902, -517, 
-527, -585, -58, 556, -234, -322, 97, -1493, -3840, -2493, -1034, -605, 
-561, -663, -102, 612, -229, -383, 87, -1576, -3977, -2679, -1180, -692, 
-580, -722, -141, 651, -219, -431, 53, -1673, -4094, -2762, -1224, -722, 
-600, -741, -141, 671, -229, -441, 14, -1859, -4274, -2859, -1268, -727, 
-634, -810, -175, 722, -229, -492, -34, -1995, -4440, -3030, -1400, -795, 
-668, -897, -229, 783, -219, -563, -78, -2108, -4577, -3225, -1556, -883, 
-692, -985, -292, 839, -200, -639, -112, -2210, -4679, -3303, -1634, -936, 
-697, -1024, -326, 861, -185, -675, -131, -2239, -4704, -3328, -1678, -956, 
-688, -1078, -390, 883, -148, -734, -161, -2239, -4743, -3391, -1732, -1015, 
-678, -1200, -522, 939, -78, -861, -209, -2259, -4787, -3503, -1834, -1083, 
-653, -1288, -634, 971, -9, -961, -253, -2293, -4845, -3625, -1917, -1132, 
-619, -1293, -673, 956, 26, -983, -322, -2371, -4899, -3674, -1956, -1137, 
-595, -1205, -610, 900, 7, -907, -390, -2454, -4943, -3679, -1932, -1112, 
-566, -1141, -575, 854, 4, -858, -541, -2557, -5031, -3733, -1952, -1098, 
-541, -1107, -566, 824, 12, -836, -702, -2664, -5104, -3786, -1956, -1093, 
-512, -1083, -570, 797, 29, -827, -873, -2825, -5216, -3855, -1976, -1078, 
-439, -1107, -668, 773, 114, -888, -1073, -2903, -5270, -3899, -1976, -1058, 
-331, -1088, -756, 710, 212, -922, -1249, -2854, -5148, -3869, -1947, -1029, 
-239, -1132, -893, 685, 326, -1012, -1424, -2835, -5084, -3850, -1947, -1029, 
-175, -1112, -936, 644, 380, -1024, -1542, -2766, -4943, -3733, -1869, -995, 
-53, -985, -932, 519, 439, -958, -1576, -2571, -4665, -3523, -1727, -917, 
43, -863, -907, 409, 475, -885, -1566, -2342, -4343, -3279, -1576, -839, 
97, -766, -863, 334, 480, -814, -1512, -2152, -4055, -3064, -1444, -746, 
161, -644, -805, 241, 483, -724, -1459, -1981, -3840, -2879, -1307, -649, 
214, -561, -775, 173, 495, -668, -1371, -1781, -3577, -2684, -1166, -580, 
253, -561, -814, 153, 534, -688, -1293, -1605, -3342, -2537, -1107, -551, 
283, -478, -761, 97, 522, -619, -1171, -1371, -3020, -2254, -917, -468, 
326, -273, -600, -26, 463, -436, -1039, -1073, -2591, -1825, -595, -292, 
322, -78, -400, -122, 361, -239, -819, -722, -2113, -1385, -307, -146, 
244, -73, -317, -85, 280, -195, -531, -297, -1615, -1015, -126, -102, 
209, 19, -190, -114, 200, -85, -380, -4, -1254, -658, 112, -24, 
180, 170, -9, -175, 95, 80, -234, 273, -888, -258, 414, 102, 
180, 253, 73, -217, 53, 163, -82, 512, -580, -34, 561, 200, 
161, 292, 131, -226, 14, 212, 14, 683, -375, 87, 619, 224, 
161, 331, 170, -246, -4, 251, 43, 819, -214, 234, 722, 278, 
161, 361, 200, -261, -19, 280, 58, 878, -117, 361, 819, 322, 
175, 409, 234, -292, -29, 322, 92, 936, -29, 439, 873, 351, 
190, 453, 263, -322, -36, 358, 102, 976, 24, 458, 883, 375, 
200, 468, 268, -334, -34, 368, 107, 1024, 78, 507, 907, 380, 
204, 488, 283, -346, -39, 385, 126, 1098, 165, 580, 956, 405, 
219, 507, 287, -363, -34, 397, 141, 1176, 258, 658, 1010, 414, 
234, 536, 302, -385, -34, 419, 161, 1224, 312, 668, 1019, 434, 
248, 556, 307, -402, -29, 431, 165, 1263, 366, 717, 1039, 448, 
253, 590, 336, -422, -41, 463, 180, 1322, 448, 814, 1117, 478, 
258, 614, 356, -436, -48, 485, 214, 1395, 531, 878, 1156, 497, 
263, 634, 370, -448, -53, 502, 239, 1444, 566, 878, 1161, 502, 
263, 649, 385, -456, -61, 517, 273, 1488, 619, 912, 1180, 512, 
268, 678, 409, -473, -70, 544, 312, 1551, 697, 1000, 1234, 536, 
268, 722, 453, -495, -92, 588, 351, 1629, 766, 1063, 1293, 566, 
263, 751, 488, -507, -112, 619, 395, 1664, 785, 1088, 1327, 580, 
263, 746, 483, -505, -109, 614, 434, 1698, 790, 1073, 1307, 575, 
253, 746, 492, -500, -119, 619, 483, 1756, 839, 1088, 1307, 590, 
239, 736, 497, -488, -129, 617, 522, 1790, 883, 1122, 1312, 590, 
224, 736, 512, -480, -143, 624, 546, 1786, 868, 1122, 1312, 585, 
209, 746, 536, -478, -163, 641, 575, 1795, 849, 1127, 1307, 585, 
190, 751, 561, -470, -185, 656, 605, 1795, 834, 1117, 1307, 585, 
180, 751, 570, -466, -195, 661, 619, 1786, 790, 1098, 1302, 570, 
161, 756, 595, -458, -217, 675, 624, 1756, 732, 1058, 1288, 570, 
136, 741, 605, -439, -234, 673, 634, 1698, 668, 1015, 1254, 556, 
117, 727, 610, -422, -246, 668, 634, 1634, 590, 956, 1215, 546, 
102, 707, 605, -405, -251, 656, 624, 1566, 502, 893, 1190, 527, 
82, 688, 605, -385, -261, 646, 610, 1483, 385, 805, 1141, 507, 
63, 658, 595, -361, -265, 627, 580, 1385, 273, 688, 1068, 458, 
43, 629, 585, -336, -270, 607, 541, 1288, 146, 570, 976, 429, 
29, 600, 570, -314, -270, 585, 507, 1190, 14, 488, 927, 385, 
9, 556, 546, -283, -268, 551, 458, 1073, -126, 400, 878, 356, 
4, 522, 517, -263, -256, 519, 405, 966, -253, 283, 795, 317, 
-4, 483, 488, -239, -246, 485, 366, 868, -375, 180, 722, 283, 
0, 444, 444, -222, -222, 444, 331, 775, -497, 68, 658, 258, 
-9, 400, 409, -195, -209, 405, 292, 683, -624, -34, 590, 234, 
-9, 361, 370, -175, -190, 366, 239, 585, -736, -126, 522, 190, 
-4, 326, 331, -161, -168, 329, 204, 497, -829, -214, 458, 165, 
-4, 287, 292, -141, -148, 290, 161, 429, -927, -302, 400, 136, 
-4, 244, 248, -119, -126, 246, 102, 312, -1078, -434, 322, 97, 
-14, 190, 204, -87, -109, 197, 78, 253, -1141, -502, 263, 63, 
-24, 141, 165, -58, -95, 153, 53, 200, -1210, -575, 209, 34, 
-24, 122, 146, -48, -85, 134, 24, 146, -1278, -614, 180, 14, 
-29, 107, 136, -39, -82, 122, 0, 97, -1346, -653, 156, 0, 
-24, 97, 122, -36, -73, 109, -9, 68, -1376, -702, 122, -14, 
-19, 87, 107, -34, -63, 97, -19, 39, -1405, -751, 87, -29, 
-19, 78, 97, -29, -58, 87, -29, 24, -1424, -751, 87, -39, 
-19, 63, 82, -21, -51, 73, -39, 0, -1454, -766, 73, -43, 
-19, 48, 68, -14, -43, 58, -53, -19, -1483, -785, 58, -53, 
-19, 29, 48, -4, -34, 39, -58, -39, -1503, -819, 39, -78, 
-19, 19, 39, 0, -29, 29, -63, -48, -1512, -839, 19, -78, 
-24, 4, 29, 9, -26, 17, -63, -43, -1527, -849, 0, -92, 
-24, -9, 14, 17, -19, 2, -68, -58, -1537, -863, -9, -92, 
-24, -14, 9, 19, -17, -2, -78, -68, -1546, -883, -24, -102, 
-24, -14, 9, 19, -17, -2, -78, -73, -1546, -868, -14, -92, 
-24, -9, 14, 17, -19, 2, -78, -73, -1556, -868, -14, -92, 
-29, -19, 9, 24, -19, -4, -68, -73, -1566, -893, -34, -82, 
-34, -29, 4, 31, -19, -12, -68, -73, -1576, -907, -34, -87, 
-39, -39, 0, 39, -19, -19, -63, -68, -1576, -932, -58, -107, 
-48, -53, -4, 51, -21, -29, -48, -63, -1590, -956, -87, -131, 
-53, -68, -14, 61, -19, -41, -29, -63, -1620, -966, -102, -136, 
-68, -97, -29, 82, -19, -63, -14, -53, -1668, -995, -131, -165, 
-82, -117, -34, 100, -24, -75, 4, -78, -1737, -1073, -175, -190, 
-102, -136, -34, 119, -34, -85, 19, -102, -1810, -1132, -204, -204, 
-131, -170, -39, 151, -46, -104, 34, -165, -1917, -1180, -234, -214, 
-141, -185, -43, 163, -48, -114, 39, -234, -2034, -1239, -268, -244, 
-165, -209, -43, 187, -61, -126, 43, -307, -2152, -1312, -322, -258, 
-180, -224, -43, 202, -68, -134, 48, -385, -2288, -1400, -366, -283, 
-209, -234, -24, 222, -92, -129, 53, -453, -2357, -1434, -390, -292, 
-234, -244, -9, 239, -112, -126, 63, -551, -2440, -1483, -414, -312, 
-244, -263, -19, 253, -112, -141, 48, -629, -2586, -1576, -458, -326, 
-263, -283, -19, 273, -122, -151, 39, -727, -2723, -1673, -497, -346, 
-312, -351, -39, 331, -136, -195, 39, -873, -2937, -1815, -585, -395, 
-370, -405, -34, 387, -168, -219, 43, -1029, -3162, -1961, -683, -439, 
-424, -497, -73, 461, -175, -285, 63, -1166, -3386, -2166, -814, -522, 
-478, -561, -82, 519, -197, -322, 68, -1312, -3601, -2318, -922, -585, 
-517, -639, -122, 578, -197, -380, 73, -1444, -3742, -2444, -1024, -629, 
-556, -736, -180, 646, -187, -458, 78, -1551, -3899, -2601, -1146, -702, 
-590, -829, -239, 710, -175, -534, 87, -1659, -4065, -2786, -1273, -775, 
-610, -888, -278, 749, -165, -583, 73, -1761, -4187, -2888, -1346, -824, 
-629, -917, -287, 773, -170, -602, 48, -1908, -4323, -2971, -1415, -849, 
-663, -995, -331, 829, -165, -663, 4, -2044, -4479, -3093, -1503, -907, 
-683, -1049, -366, 866, -158, -707, -24, -2122, -4577, -3220, -1590, -980, 
-697, -1088, -390, 893, -153, -739, -48, -2215, -4675, -3298, -1659, -1034, 
-702, -1112, -409, 907, -146, -761, -63, -2259, -4699, -3347, -1717, -1039, 
-688, -1166, -478, 927, -104, -822, -82, -2244, -4714, -3425, -1786, -1083, 
-678, -1234, -556, 956, -61, -895, -117, -2269, -4762, -3518, -1864, -1117, 
-678, -1307, -629, 993, -24, -968, -117, -2303, -4831, -3616, -1932, -1166, 
-649, -1312, -663, 980, 7, -988, -214, -2391, -4889, -3655, -1966, -1176, 
-629, -1215, -585, 922, -21, -900, -326, -2513, -4972, -3679, -1947, -1137, 
-605, -1161, -556, 883, -24, -858, -492, -2664, -5119, -3782, -1986, -1122, 
-546, -1107, -561, 827, 7, -834, -673, -2791, -5206, -3855, -1986, -1102, 
-492, -1083, -590, 788, 48, -836, -868, -2923, -5270, -3889, -2005, -1088, 
-400, -1083, -683, 741, 141, -883, -1156, -2991, -5289, -3889, -1995, -1068, 
-283, -1019, -736, 651, 226, -878, -1356, -2957, -5167, -3840, -1937, -1024, 
-146, -971, -824, 558, 339, -897, -1527, -2898, -5045, -3777, -1893, -980, 
-43, -888, -844, 466, 400, -866, -1639, -2806, -4840, -3630, -1800, -917, 
97, -736, -834, 319, 466, -785, -1654, -2581, -4528, -3416, -1649, -819, 
180, -614, -795, 217, 488, -705, -1644, -2376, -4245, -3181, -1488, -736, 
219, -541, -761, 161, 490, -651, -1586, -2210, -4001, -2981, -1356, -658, 
283, -444, -727, 80, 505, -585, -1532, -2020, -3791, -2801, -1239, -575, 
322, -366, -688, 21, 505, -527, -1454, -1839, -3538, -2596, -1102, -512, 
370, -297, -668, -36, 519, -483, -1376, -1639, -3269, -2405, -990, -448, 
400, -200, -600, -100, 500, -400, -1263, -1395, -2942, -2147, -824, -361, 
444, -73, -517, -185, 480, -295, -1132, -1088, -2527, -1776, -566, -224, 
409, 68, -341, -239, 375, -136, -858, -653, -1986, -1283, -248, -97, 
331, 112, -219, -222, 275, -53, -580, -248, -1503, -893, -29, -29, 
317, 190, -126, -253, 222, 31, -424, 43, -1141, -590, 170, 58, 
263, 263, 0, -263, 131, 131, -258, 346, -785, -268, 380, 146, 
248, 351, 102, -300, 73, 226, -107, 590, -483, 4, 566, 239, 
219, 390, 170, -305, 24, 280, 4, 756, -258, 204, 688, 258, 
209, 419, 209, -314, 0, 314, 43, 873, -117, 302, 751, 297, 
204, 419, 214, -312, -4, 317, 78, 961, -34, 351, 795, 331, 
200, 395, 195, -297, 2, 295, 112, 1019, 24, 405, 814, 326, 
200, 414, 214, -307, -7, 314, 126, 1063, 102, 448, 824, 322, 
209, 444, 234, -326, -12, 339, 131, 1117, 190, 507, 863, 331, 
214, 473, 258, -344, -21, 366, 151, 1190, 263, 585, 917, 375, 
234, 492, 258, -363, -12, 375, 170, 1263, 331, 663, 966, 385, 
244, 512, 268, -378, -12, 390, 190, 1312, 405, 678, 980, 400, 
248, 522, 273, -385, -12, 397, 204, 1371, 483, 727, 1000, 409, 
263, 561, 297, -412, -17, 429, 239, 1449, 561, 805, 1068, 434, 
273, 585, 312, -429, -19, 448, 283, 1527, 634, 863, 1107, 458, 
273, 605, 331, -439, -29, 468, 307, 1581, 673, 893, 1122, 473, 
273, 614, 341, -444, -34, 478, 336, 1639, 732, 941, 1141, 483, 
273, 629, 356, -451, -41, 492, 370, 1698, 785, 1015, 1185, 502, 
273, 649, 375, -461, -51, 512, 409, 1756, 829, 1049, 1215, 517, 
268, 663, 395, -466, -63, 529, 458, 1790, 868, 1058, 1229, 522, 
263, 678, 414, -470, -75, 546, 497, 1830, 902, 1083, 1239, 527, 
253, 712, 458, -483, -102, 585, 551, 1888, 936, 1112, 1259, 551, 
239, 717, 478, -478, -119, 597, 600, 1922, 951, 1122, 1254, 551, 
224, 717, 492, -470, -134, 605, 614, 1912, 936, 1122, 1254, 546, 
209, 717, 507, -463, -148, 612, 634, 1912, 917, 1117, 1249, 546, 
180, 712, 531, -446, -175, 622, 663, 1903, 883, 1088, 1239, 541, 
156, 707, 551, -431, -197, 629, 683, 1883, 829, 1058, 1224, 522, 
141, 707, 566, -424, -212, 636, 688, 1854, 780, 1000, 1205, 522, 
126, 692, 566, -409, -219, 629, 692, 1795, 717, 946, 1166, 507, 
107, 678, 570, -392, -231, 624, 688, 1722, 629, 897, 1127, 497, 
87, 658, 570, -373, -241, 614, 673, 1644, 536, 834, 1102, 483, 
68, 644, 575, -356, -253, 610, 644, 1561, 424, 746, 1054, 473, 
53, 624, 570, -339, -258, 597, 605, 1459, 312, 658, 1005, 439, 
39, 605, 566, -322, -263, 585, 566, 1356, 185, 570, 936, 419, 
34, 580, 546, -307, -256, 563, 536, 1259, 48, 468, 868, 375, 
19, 536, 517, -278, -248, 527, 492, 1151, -87, 361, 805, 351, 
14, 502, 488, -258, -236, 495, 434, 1029, -219, 244, 727, 317, 
4, 463, 458, -234, -226, 461, 395, 917, -346, 151, 658, 283, 
4, 424, 419, -214, -207, 422, 351, 819, -473, 43, 595, 248, 
-4, 380, 385, -187, -195, 383, 312, 727, -600, -78, 522, 214, 
-4, 336, 341, -165, -173, 339, 263, 629, -707, -195, 448, 170, 
-4, 307, 312, -151, -158, 309, 224, 531, -805, -263, 400, 151, 
-4, 244, 248, -119, -126, 246, 161, 414, -966, -370, 331, 112, 
-9, 219, 229, -104, -119, 224, 126, 346, -1039, -448, 268, 87, 
-14, 200, 214, -92, -114, 207, 97, 283, -1117, -531, 209, 68, 
-9, 156, 165, -73, -87, 161, 73, 234, -1185, -580, 170, 34, 
-9, 117, 126, -53, -68, 122, 48, 185, -1259, -634, 136, 0, 
-9, 102, 112, -46, -61, 107, 24, 141, -1298, -678, 107, -9, 
-9, 87, 97, -39, -53, 92, 0, 97, -1337, -722, 78, -19, 
-9, 78, 87, -34, -48, 82, -9, 82, -1361, -736, 68, -29, 
-9, 68, 78, -29, -43, 73, -19, 58, -1390, -761, 48, -34, 
-9, 58, 68, -24, -39, 63, -34, 39, -1424, -785, 29, -43, 
-9, 48, 58, -19, -34, 53, -39, 19, -1444, -819, 9, -68, 
-4, 43, 48, -19, -26, 46, -43, 4, -1464, -834, -4, -68, 
-4, 34, 39, -14, -21, 36, -43, 4, -1488, -839, -19, -82, 
-4, 14, 19, -4, -12, 17, -43, -14, -1498, -854, -24, -82, 
-4, 4, 9, 0, -7, 7, -48, -29, -1507, -873, -34, -92, 
-4, -9, -4, 7, 0, -7, -48, -34, -1512, -878, -43, -97, 
-4, -19, -14, 12, 4, -17, -48, -34, -1527, -897, -63, -112, 
-9, -29, -19, 19, 4, -24, -39, -29, -1532, -917, -82, -107, 
-14, -39, -24, 26, 4, -31, -39, -24, -1537, -927, -82, -117, 
-19, -39, -19, 29, 0, -29, -39, -29, -1542, -927, -87, -112, 
-29, -43, -14, 36, -7, -29, -29, -34, -1561, -927, -97, -112, 
-29, -63, -34, 46, 2, -48, -14, -43, -1586, -951, -117, -117, 
-39, -97, -58, 68, 9, -78, -4, -43, -1629, -995, -151, -146, 
-53, -117, -63, 85, 4, -90, 14, -53, -1688, -1054, -190, -170, 
-73, -136, -63, 104, -4, -100, 29, -63, -1751, -1093, -214, -185, 
-102, -170, -68, 136, -17, -119, 43, -117, -1839, -1141, -248, -195, 
-112, -185, -73, 148, -19, -129, 48, -175, -1937, -1200, -287, -224, 
-146, -209, -63, 178, -41, -136, 53, -248, -2039, -1263, -326, -244, 
-170, -224, -53, 197, -58, -139, 58, -326, -2161, -1342, -356, -273, 
-200, -244, -43, 222, -78, -143, 63, -405, -2274, -1390, -390, -283, 
-224, -263, -39, 244, -92, -151, 73, -512, -2400, -1454, -424, -302, 
-229, -263, -34, 246, -97, -148, 53, -551, -2444, -1473, -439, -297, 
-244, -263, -19, 253, -112, -141, 39, -610, -2479, -1498, -448, -297, 
-283, -297, -14, 290, -134, -156, 34, -756, -2684, -1625, -517, -331, 
-331, -317, 14, 324, -173, -151, 34, -912, -2898, -1756, -595, -361, 
-385, -434, -48, 409, -168, -241, 48, -1054, -3132, -1971, -732, -448, 
-439, -522, -82, 480, -178, -302, 48, -1205, -3357, -2132, -844, -517, 
-483, -580, -97, 531, -192, -339, 58, -1381, -3547, -2269, -941, -561, 
-527, -658, -131, 592, -197, -395, 68, -1532, -3752, -2435, -1058, -634, 
-566, -766, -200, 666, -183, -483, 73, -1615, -3894, -2605, -1185, -707, 
-590, -839, -248, 714, -170, -544, 53, -1693, -3991, -2693, -1259, -756, 
-610, -858, -248, 734, -180, -553, 34, -1864, -4152, -2806, -1337, -780, 
-644, -927, -283, 785, -180, -605, -4, -2025, -4333, -2957, -1434, -839, 
-688, -1024, -336, 856, -175, -680, -48, -2161, -4489, -3118, -1546, -912, 
-727, -1107, -380, 917, -173, -744, -87, -2313, -4645, -3230, -1639, -966, 
-736, -1107, -370, 922, -183, -739, -107, -2386, -4704, -3284, -1688, -976, 
-727, -1137, -409, 932, -158, -773, -131, -2400, -4753, -3367, -1747, -1024, 
-717, -1283, -566, 1000, -75, -924, -165, -2410, -4811, -3503, -1873, -1102, 
-717, -1434, -717, 1076, 0, -1076, -165, -2430, -4889, -3645, -1991, -1195, 
-707, -1488, -780, 1098, 36, -1134, -190, -2503, -4958, -3713, -2054, -1234, 
-707, -1439, -732, 1073, 12, -1085, -229, -2610, -5050, -3767, -2064, -1224, 
-702, -1405, -702, 1054, 0, -1054, -375, -2766, -5211, -3884, -2127, -1224, 
-663, -1371, -707, 1017, 21, -1039, -536, -2898, -5314, -3972, -2152, -1220, 
-619, -1337, -717, 978, 48, -1027, -697, -3093, -5446, -4060, -2181, -1205, 
-536, -1327, -790, 932, 126, -1058, -951, -3225, -5533, -4113, -2181, -1185, 
-414, -1273, -858, 844, 222, -1066, -1229, -3211, -5441, -4079, -2137, -1151, 
-273, -1234, -961, 753, 344, -1098, -1478, -3172, -5348, -4030, -2108, -1117, 
-165, -1132, -966, 649, 400, -1049, -1610, -3089, -5163, -3884, -2000, -1039, 
-19, -961, -941, 490, 461, -951, -1644, -2874, -4870, -3669, -1834, -927, 
92, -824, -917, 366, 505, -871, -1644, -2625, -4548, -3435, -1688, -844, 
161, -736, -897, 287, 529, -817, -1595, -2415, -4265, -3235, -1571, -766, 
244, -595, -839, 175, 541, -717, -1537, -2225, -4060, -3064, -1434, -668, 
302, -473, -775, 85, 539, -624, -1454, -2044, -3811, -2869, -1278, -590, 
351, -439, -790, 43, 570, -614, -1405, -1883, -3616, -2742, -1224, -561, 
380, -375, -756, -2, 568, -566, -1322, -1678, -3362, -2547, -1117, -507, 
453, -156, -610, -148, 531, -383, -1234, -1434, -2996, -2200, -844, -317, 
448, 78, -370, -263, 409, -146, -1005, -1063, -2503, -1732, -512, -136, 
341, 87, -253, -214, 297, -82, -678, -561, -1922, -1283, -292, -92, 
297, 131, -165, -214, 231, -17, -473, -170, -1464, -922, -92, -29, 
258, 234, -24, -246, 141, 104, -273, 195, -1024, -531, 180, 87, 
258, 351, 92, -305, 82, 222, -87, 502, -639, -190, 429, 209, 
239, 419, 180, -329, 29, 300, 24, 722, -356, 68, 585, 253, 
239, 478, 239, -358, 0, 358, 63, 893, -156, 224, 683, 317, 
248, 551, 302, -400, -26, 427, 82, 980, -39, 312, 775, 385, 
258, 600, 341, -429, -41, 470, 102, 1039, 53, 405, 844, 414, 
268, 610, 341, -439, -36, 475, 102, 1073, 102, 439, 839, 414, 
287, 629, 341, -458, -26, 485, 92, 1117, 161, 488, 863, 429, 
278, 649, 370, -463, -46, 509, 102, 1190, 253, 556, 912, 468, 
283, 658, 375, -470, -46, 517, 112, 1263, 341, 624, 956, 473, 
312, 678, 366, -495, -26, 522, 131, 1312, 400, 639, 966, 488, 
336, 688, 351, -512, -7, 519, 146, 1371, 463, 688, 980, 497, 
341, 722, 380, -531, -19, 551, 170, 1449, 556, 780, 1058, 517, 
341, 741, 400, -541, -29, 570, 204, 1527, 644, 854, 1107, 536, 
351, 761, 409, -556, -29, 585, 219, 1581, 683, 868, 1122, 551, 
361, 771, 409, -566, -24, 590, 239, 1639, 741, 902, 1141, 561, 
356, 780, 424, -568, -34, 602, 292, 1722, 824, 990, 1195, 585, 
351, 795, 444, -573, -46, 619, 351, 1805, 897, 1039, 1234, 605, 
346, 800, 453, -573, -53, 627, 395, 1849, 922, 1049, 1239, 605, 
341, 805, 463, -573, -61, 634, 429, 1898, 941, 1073, 1239, 605, 
312, 805, 492, -558, -90, 649, 502, 1971, 1005, 1117, 1263, 619, 
278, 775, 497, -527, -109, 636, 570, 2020, 1049, 1141, 1263, 610, 
248, 746, 497, -497, -124, 622, 605, 2020, 1034, 1137, 1254, 585, 
219, 717, 497, -468, -139, 607, 644, 2030, 1015, 1127, 1239, 566, 
190, 702, 512, -446, -161, 607, 683, 2034, 1005, 1107, 1224, 566, 
165, 688, 522, -427, -178, 605, 712, 2030, 976, 1088, 1205, 551, 
141, 688, 546, -414, -202, 617, 722, 2000, 927, 1049, 1205, 551, 
117, 673, 556, -395, -219, 614, 732, 1942, 863, 1015, 1185, 536, 
