I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-14, -29, -14, 21, 0, -21, 151, 273, 307, 78, -131, -92, 
-14, -24, -9, 19, -2, -17, 156, 278, 322, 87, -131, -87, 
-14, -19, -4, 17, -4, -12, 161, 297, 336, 92, -136, -87, 
-19, -14, 4, 17, -12, -4, 170, 322, 356, 97, -141, -82, 
-19, -9, 9, 14, -14, 0, 170, 336, 370, 107, -141, -82, 
-19, -4, 14, 12, -17, 4, 180, 356, 385, 112, -141, -78, 
-24, 9, 34, 7, -29, 21, 185, 375, 405, 122, -146, -78, 
-29, 19, 48, 4, -39, 34, 200, 390, 419, 126, -146, -73, 
-29, 29, 58, 0, -43, 43, 200, 390, 424, 131, -146, -73, 
-34, 39, 73, -2, -53, 56, 209, 400, 434, 136, -146, -68, 
-34, 48, 82, -7, -58, 65, 209, 409, 444, 141, -146, -68, 
-39, 48, 87, -4, -63, 68, 209, 414, 444, 141, -146, -58, 
-39, 53, 92, -7, -65, 73, 214, 419, 448, 141, -141, -48, 
-39, 73, 112, -17, -75, 92, 214, 424, 453, 151, -136, -43, 
-39, 73, 112, -17, -75, 92, 214, 424, 458, 151, -131, -39, 
-48, 78, 126, -14, -87, 102, 219, 419, 458, 151, -126, -29, 
-39, 92, 131, -26, -85, 112, 219, 419, 458, 151, -122, -24, 
-39, 92, 131, -26, -85, 112, 214, 409, 458, 156, -107, -14, 
-39, 97, 136, -29, -87, 117, 209, 390, 444, 156, -97, -9, 
-39, 97, 136, -29, -87, 117, 190, 370, 429, 156, -87, 0, 
-34, 102, 136, -34, -85, 119, 175, 326, 405, 141, -73, 9, 
-24, 102, 126, -39, -75, 114, 151, 283, 361, 131, -63, 14, 
-19, 92, 112, -36, -65, 102, 122, 234, 317, 122, -53, 19, 
-14, 78, 92, -31, -53, 85, 102, 190, 283, 107, -43, 29, 
-14, 63, 78, -24, -46, 70, 78, 141, 229, 87, -29, 34, 
-4, 48, 53, -21, -29, 51, 53, 102, 190, 73, -19, 34, 
-4, 43, 48, -19, -26, 46, 39, 68, 161, 58, -4, 34, 
-4, 34, 39, -14, -21, 36, 24, 39, 131, 48, 0, 34, 
0, 14, 14, -7, -7, 14, 9, 4, 97, 34, 0, 34, 
0, -9, -9, 4, 4, -9, -4, -19, 63, 19, 0, 29, 
0, -14, -14, 7, 7, -14, -9, -29, 53, 9, 4, 19, 
0, -24, -24, 12, 12, -24, -19, -39, 43, 4, 4, 19, 
0, -24, -24, 12, 12, -24, -29, -48, 29, -9, 4, 14, 
0, -24, -24, 12, 12, -24, -34, -58, 19, -9, 4, 14, 
0, -29, -29, 14, 14, -29, -39, -68, 4, -19, 4, 14, 
0, -39, -39, 19, 19, -39, -39, -68, 0, -24, 4, 9, 
-4, -39, -34, 21, 14, -36, -43, -73, 0, -29, -4, 9, 
-14, -43, -29, 29, 7, -36, -43, -78, -4, -29, -4, 9, 
-14, -43, -29, 29, 7, -36, -43, -78, -4, -29, -9, 4, 
-14, -43, -29, 29, 7, -36, -43, -78, -4, -29, -9, 4, 
-14, -43, -29, 29, 7, -36, -43, -78, -4, -29, -9, 4, 
-14, -43, -29, 29, 7, -36, -43, -78, -9, -29, -9, 4, 
-9, -43, -34, 26, 12, -39, -43, -78, -14, -29, -9, 4, 
-9, -43, -34, 26, 12, -39, -43, -78, -19, -29, -9, 9, 
-9, -48, -39, 29, 14, -43, -43, -82, -14, -29, -9, 4, 
-14, -53, -39, 34, 12, -46, -43, -82, -14, -24, -4, 4, 
-14, -53, -39, 34, 12, -46, -43, -82, -9, -24, -4, 4, 
-14, -53, -39, 34, 12, -46, -43, -82, -4, -19, -4, 4, 
-14, -48, -34, 31, 9, -41, -43, -82, -4, -19, -4, 0, 
-14, -48, -34, 31, 9, -41, -43, -82, -4, -19, -4, -4, 
-14, -48, -34, 31, 9, -41, -43, -82, 0, -14, -4, -4, 
-14, -48, -34, 31, 9, -41, -43, -78, 0, -14, -4, -4, 
-14, -48, -34, 31, 9, -41, -43, -78, 0, -14, -4, -4, 
-14, -43, -29, 29, 7, -36, -39, -73, 4, -14, -4, -4, 
-14, -43, -29, 29, 7, -36, -39, -73, 4, -14, -4, -4, 
-14, -43, -29, 29, 7, -36, -39, -68, 9, -14, -4, -4, 
-14, -39, -24, 26, 4, -31, -39, -68, 9, -9, -9, -4, 
-14, -34, -19, 24, 2, -26, -39, -68, 14, -9, -9, 0, 
-14, -34, -19, 24, 2, -26, -34, -63, 14, -9, -9, 0, 
-14, -34, -19, 24, 2, -26, -34, -58, 19, -4, -9, 0, 
-14, -29, -14, 21, 0, -21, -34, -58, 19, -4, -9, 0, 
-14, -29, -14, 21, 0, -21, -34, -53, 19, -4, -9, 0, 
-9, -24, -14, 17, 2, -19, -24, -53, 24, 0, -9, 0, 
-4, -24, -19, 14, 7, -21, -19, -53, 29, 0, -9, 0, 
-9, -24, -14, 17, 2, -19, -14, -48, 29, 4, -9, -4, 
-9, -24, -14, 17, 2, -19, -14, -43, 29, 4, -4, -9, 
-9, -24, -14, 17, 2, -19, -14, -43, 29, 4, -4, -9, 
-9, -24, -14, 17, 2, -19, -14, -39, 34, 9, -4, -9, 
-9, -24, -14, 17, 2, -19, -9, -39, 34, 9, -9, -9, 
-9, -24, -14, 17, 2, -19, -9, -34, 34, 9, -14, -9, 
-9, -24, -14, 17, 2, -19, -9, -34, 34, 9, -14, -9, 
-14, -24, -9, 19, -2, -17, -9, -34, 34, 9, -14, -14, 
-14, -24, -9, 19, -2, -17, -14, -34, 29, 9, -19, -14, 
-14, -24, -9, 19, -2, -17, -14, -34, 24, 9, -19, -14, 
-14, -24, -9, 19, -2, -17, -14, -34, 24, 9, -19, -14, 
-14, -24, -9, 19, -2, -17, -14, -34, 24, 9, -19, -14, 
-14, -19, -4, 17, -4, -12, -14, -34, 29, 9, -14, -9, 
-14, -14, 0, 14, -7, -7, -14, -34, 34, 9, -9, -4, 
-9, -14, -4, 12, -2, -9, -9, -34, 29, 9, -9, -4, 
-9, -14, -4, 12, -2, -9, -9, -34, 29, 9, -9, -4, 
-14, -19, -4, 17, -4, -12, -9, -39, 24, 4, -9, -4, 
-19, -29, -9, 24, -4, -19, -9, -39, 19, 0, -9, -4, 
-19, -24, -4, 21, -7, -14, -9, -39, 19, 0, -9, -4, 
-19, -24, -4, 21, -7, -14, -14, -39, 19, 0, -9, -9, 
-19, -19, 0, 19, -9, -9, -9, -39, 14, 0, -9, -9, 
-19, -19, 0, 19, -9, -9, -9, -39, 9, 0, -9, -9, 
-19, -19, 0, 19, -9, -9, -9, -39, 9, 0, -9, -9, 
-19, -19, 0, 19, -9, -9, -9, -39, 9, 0, -9, -9, 
-14, -4, 9, 9, -12, 2, -4, -34, 14, 4, -4, -4, 
-9, 14, 24, -2, -17, 19, 9, -14, 24, 9, 0, 0, 
-9, 34, 43, -12, -26, 39, 24, 0, 39, 19, 9, 9, 
-9, 53, 63, -21, -36, 58, 39, 24, 48, 24, 24, 24, 
-9, 58, 68, -24, -39, 63, 53, 43, 63, 34, 34, 34, 
-9, 58, 68, -24, -39, 63, 63, 63, 78, 43, 34, 39, 
-19, 73, 92, -26, -56, 82, 78, 78, 97, 58, 43, 43, 
-29, 78, 107, -24, -68, 92, 87, 82, 107, 63, 48, 48, 
-34, 78, 112, -21, -73, 95, 82, 78, 107, 63, 48, 48, 
-39, 78, 117, -19, -78, 97, 58, 29, 92, 58, 48, 48, 
-39, 73, 112, -17, -75, 92, 19, -29, 68, 48, 48, 48, 
-43, 68, 112, -12, -78, 90, 0, -63, 53, 43, 43, 48, 
-48, 68, 117, -9, -82, 92, 0, -73, 43, 43, 43, 48, 
-58, 73, 131, -7, -95, 102, -4, -82, 39, 43, 43, 53, 
-58, 78, 136, -9, -97, 107, -24, -97, 29, 43, 43, 58, 
-53, 73, 126, -9, -90, 100, -29, -102, 19, 34, 43, 63, 
-39, 63, 102, -12, -70, 82, -48, -112, 0, 29, 43, 53, 
-29, 48, 78, -9, -53, 63, -58, -112, -14, 24, 43, 53, 
-14, 39, 53, -12, -34, 46, -68, -117, -24, 19, 43, 53, 
-14, 39, 53, -12, -34, 46, -68, -117, -24, 19, 43, 53, 
-19, 34, 53, -7, -36, 43, -78, -122, -39, 9, 39, 48, 
-19, 9, 29, 4, -24, 19, -78, -126, -43, -4, 24, 34, 
-19, -14, 4, 17, -12, -4, -68, -117, -53, -14, 4, 14, 
-19, -39, -19, 29, 0, -29, -63, -112, -53, -34, -14, -4, 
-14, -39, -24, 26, 4, -31, -53, -102, -48, -34, -24, -19, 
-14, -39, -24, 26, 4, -31, -43, -92, -43, -39, -29, -24, 
-9, -48, -39, 29, 14, -43, -43, -92, -43, -43, -34, -29, 
-14, -58, -43, 36, 14, -51, -43, -92, -43, -43, -43, -39, 
-14, -63, -48, 39, 17, -56, -43, -92, -53, -43, -43, -39, 
-14, -63, -48, 39, 17, -56, -43, -92, -58, -43, -43, -39, 
-14, -58, -43, 36, 14, -51, -43, -97, -58, -53, -43, -39, 
-14, -53, -39, 34, 12, -46, -43, -102, -58, -58, -48, -39, 
-9, -53, -43, 31, 17, -48, -43, -102, -58, -53, -48, -43, 
-4, -53, -48, 29, 21, -51, -43, -102, -58, -53, -48, -43, 
-4, -53, -48, 29, 21, -51, -43, -97, -58, -53, -48, -43, 
-4, -58, -53, 31, 24, -56, -43, -92, -58, -48, -48, -43, 
492, 444, -48, -468, 270, 197, 458, 405, 444, 448, 453, 458, 
990, 946, -43, -968, 517, 451, 961, 902, 946, 946, 956, 961, 
492, 448, -43, -470, 268, 202, 468, 405, 448, 439, 453, 458, 
-4, -48, -43, 26, 19, -46, -24, -92, -48, -68, -48, -43, 
0, -43, -43, 21, 21, -43, -58, -102, -34, -34, -29, -34, 
14, -43, -58, 14, 36, -51, -87, -117, -87, -24, -4, -24, 
9, -68, -78, 29, 43, -73, -58, -73, -161, -68, -9, -24, 
14, -87, -102, 36, 58, -95, -78, -97, -307, -117, 9, -14, 
14, -107, -122, 46, 68, -114, -170, -307, -488, -200, 14, -9, 
14, -131, -146, 58, 80, -139, -322, -722, -834, -331, 48, 29, 
29, -204, -234, 87, 131, -219, -497, -1234, -1405, -575, 97, 63, 
43, -219, -263, 87, 153, -241, -736, -1761, -1878, -712, 244, 161, 
53, -141, -195, 43, 124, -168, -985, -2254, -2264, -717, 497, 351, 
53, -48, -102, -2, 78, -75, -1171, -2669, -2493, -702, 766, 566, 
73, 87, 14, -80, 29, 51, -1327, -3040, -2664, -614, 1049, 751, 
117, 200, 82, -158, 17, 141, -1483, -3132, -2630, -424, 1263, 878, 
136, 244, 107, -190, 14, 175, -1571, -2996, -2337, -253, 1361, 932, 
141, 268, 126, -204, 7, 197, -1493, -2649, -1947, -204, 1332, 941, 
117, 214, 97, -165, 9, 156, -1273, -2117, -1615, -283, 1098, 834, 
53, 107, 53, -80, 0, 80, -1029, -1678, -1366, -380, 771, 688, 
9, 34, 24, -21, -7, 29, -854, -1390, -1088, -414, 541, 551, 
0, 4, 4, -2, -2, 4, -702, -1117, -805, -444, 370, 458, 
-63, 24, 87, 19, -75, 56, -463, -736, -536, -312, 239, 370, 
-107, 29, 136, 39, -122, 82, -258, -419, -312, -156, 126, 263, 
-107, 29, 136, 39, -122, 82, -146, -278, -146, -68, 68, 151, 
-82, 19, 102, 31, -92, 61, -78, -161, 9, -48, 34, 82, 
-39, -9, 29, 24, -34, 9, -19, -14, 48, -43, -24, 14, 
-24, -48, -24, 36, 0, -36, 34, 58, 53, -29, -73, -58, 
-14, -58, -43, 36, 14, -51, 43, 58, 78, -29, -97, -73, 
-9, -48, -39, 29, 14, -43, 43, 73, 97, -19, -92, -78, 
-9, -48, -39, 29, 14, -43, 48, 82, 102, -14, -92, -78, 
-9, -48, -39, 29, 14, -43, 48, 82, 102, -4, -102, -78, 
-4, -48, -43, 26, 19, -46, 53, 78, 107, -4, -102, -82, 
-4, -48, -43, 26, 19, -46, 58, 82, 112, -4, -107, -82, 
-9, -48, -39, 29, 14, -43, 58, 82, 112, -9, -107, -87, 
-9, -48, -39, 29, 14, -43, 58, 87, 117, -9, -107, -92, 
-9, -48, -39, 29, 14, -43, 63, 87, 117, -9, -112, -97, 
-9, -48, -39, 29, 14, -43, 63, 87, 122, -4, -112, -97, 
-9, -39, -29, 24, 9, -34, 68, 92, 122, -4, -112, -92, 
-9, -29, -19, 19, 4, -24, 68, 92, 122, 0, -112, -87, 
-9, -24, -14, 17, 2, -19, 73, 97, 122, 0, -107, -87, 
-9, -24, -14, 17, 2, -19, 78, 97, 126, 0, -102, -87, 
-9, -29, -19, 19, 4, -24, 82, 102, 126, 0, -102, -87, 
-9, -39, -29, 24, 9, -34, 82, 102, 131, 4, -102, -92, 
-9, -39, -29, 24, 9, -34, 78, 102, 136, 9, -102, -97, 
-9, -39, -29, 24, 9, -34, 73, 107, 136, 14, -102, -97, 
-9, -34, -24, 21, 7, -29, 73, 107, 141, 14, -102, -97, 
-9, -29, -19, 19, 4, -24, 78, 117, 146, 19, -102, -97, 
-9, -24, -14, 17, 2, -19, 78, 122, 146, 19, -107, -97, 
-9, -24, -14, 17, 2, -19, 78, 126, 156, 24, -112, -102, 
-14, -24, -9, 19, -2, -17, 78, 126, 156, 24, -112, -102, 
-19, -29, -9, 24, -4, -19, 73, 126, 161, 29, -112, -102, 
-19, -29, -9, 24, -4, -19, 73, 131, 170, 29, -112, -97, 
-19, -24, -4, 21, -7, -14, 73, 136, 170, 34, -117, -92, 
-19, -24, -4, 21, -7, -14, 78, 141, 180, 34, -117, -92, 
-19, -19, 0, 19, -9, -9, 78, 146, 185, 39, -117, -92, 
-19, -14, 4, 17, -12, -4, 82, 156, 190, 34, -117, -92, 
-19, -14, 4, 17, -12, -4, 87, 161, 200, 39, -117, -92, 
-19, -14, 4, 17, -12, -4, 97, 175, 214, 43, -117, -92, 
-19, -9, 9, 14, -14, 0, 97, 185, 224, 48, -122, -92, 
-24, 0, 24, 12, -24, 12, 102, 195, 234, 53, -122, -97, 
-24, 4, 29, 9, -26, 17, 107, 209, 244, 58, -122, -102, 
-24, 4, 29, 9, -26, 17, 107, 219, 253, 63, -122, -102, 
-24, 9, 34, 7, -29, 21, 117, 234, 268, 73, -122, -102, 
-24, 19, 43, 2, -34, 31, 122, 253, 287, 82, -117, -97, 
-24, 24, 48, 0, -36, 36, 126, 268, 302, 97, -112, -87, 
-24, 34, 58, -4, -41, 46, 136, 283, 317, 102, -112, -87, 
-29, 43, 73, -7, -51, 58, 151, 302, 336, 107, -112, -82, 
-29, 48, 78, -9, -53, 63, 156, 317, 351, 117, -112, -82, 
-29, 53, 82, -12, -56, 68, 170, 336, 366, 122, -112, -78, 
-34, 68, 102, -17, -68, 85, 175, 356, 385, 131, -117, -78, 
-39, 78, 117, -19, -78, 97, 190, 370, 400, 136, -117, -73, 
-39, 92, 131, -26, -85, 112, 190, 375, 405, 141, -117, -73, 
-43, 107, 151, -31, -97, 129, 200, 390, 414, 146, -117, -68, 
-43, 117, 161, -36, -102, 139, 204, 400, 429, 151, -117, -68, 
-48, 117, 165, -34, -107, 141, 209, 405, 434, 151, -117, -58, 
-48, 122, 170, -36, -109, 146, 214, 409, 439, 151, -112, -48, 
-48, 141, 190, -46, -119, 165, 214, 414, 444, 161, -107, -43, 
-48, 146, 195, -48, -122, 170, 209, 414, 453, 161, -102, -39, 
-58, 156, 214, -48, -136, 185, 209, 409, 458, 161, -97, -29, 
-48, 170, 219, -61, -134, 195, 214, 419, 458, 161, -92, -24, 
-48, 170, 219, -61, -134, 195, 214, 419, 458, 165, -78, -14, 
-48, 170, 219, -61, -134, 195, 209, 400, 444, 165, -73, -9, 
-48, 165, 214, -58, -131, 190, 190, 380, 429, 165, -68, 0, 
-43, 156, 200, -56, -122, 178, 175, 341, 405, 151, -53, 4, 
-34, 141, 175, -53, -104, 158, 151, 302, 361, 141, -43, 4, 
-24, 141, 165, -58, -95, 153, 122, 253, 317, 131, -29, 9, 
-14, 136, 151, -61, -82, 143, 102, 209, 283, 117, -14, 19, 
-14, 122, 136, -53, -75, 129, 78, 161, 229, 97, 0, 24, 
-4, 107, 112, -51, -58, 109, 53, 122, 190, 82, 9, 24, 
-4, 97, 102, -46, -53, 100, 39, 87, 161, 63, 19, 24, 
-4, 82, 87, -39, -46, 85, 24, 58, 131, 48, 19, 24, 
0, 68, 68, -34, -34, 68, 9, 19, 97, 29, 19, 24, 
0, 48, 48, -24, -24, 48, -4, -9, 63, 9, 19, 19, 
0, 43, 43, -21, -21, 43, -9, -19, 48, 0, 19, 9, 
0, 34, 34, -17, -17, 34, -19, -29, 34, -4, 14, 9, 
-4, 24, 29, -9, -17, 26, -29, -43, 19, -19, 9, 4, 
-9, 14, 24, -2, -17, 19, -34, -58, 9, -19, 4, 4, 
-9, 9, 19, 0, -14, 14, -39, -68, -4, -29, 4, 4, 
-9, 0, 9, 4, -9, 4, -39, -68, -9, -34, 4, 0, 
-9, 0, 9, 4, -9, 4, -43, -73, -9, -39, 0, 0, 
-14, -4, 9, 9, -12, 2, -43, -78, -14, -39, 4, 0, 
-14, -9, 4, 12, -9, -2, -43, -78, -14, -39, 0, -4, 
-14, -14, 0, 14, -7, -7, -43, -78, -14, -39, 0, -4, 
-9, -14, -4, 12, -2, -9, -43, -78, -14, -39, 0, -4, 
-4, -14, -9, 9, 2, -12, -43, -78, -19, -39, 0, -4, 
0, -9, -9, 4, 4, -9, -43, -78, -19, -39, 0, -4, 
0, -4, -4, 2, 2, -4, -43, -78, -19, -39, 0, 0, 
-4, -9, -4, 7, 0, -7, -43, -82, -14, -43, 0, -4, 
-14, -14, 0, 14, -7, -7, -43, -82, -14, -43, 4, -4, 
-14, -19, -4, 17, -4, -12, -43, -82, -14, -43, 4, -4, 
-14, -24, -9, 19, -2, -17, -43, -82, -14, -39, 4, -4, 
-14, -24, -9, 19, -2, -17, -43, -82, -14, -39, 0, -4, 
-14, -29, -14, 21, 0, -21, -43, -82, -14, -39, -4, -4, 
-14, -29, -14, 21, 0, -21, -43, -82, -9, -34, -4, -4, 
-14, -29, -14, 21, 0, -21, -43, -78, -9, -34, -4, -4, 
-14, -24, -9, 19, -2, -17, -43, -78, -9, -34, -4, -4, 
-14, -14, 0, 14, -7, -7, -39, -73, -4, -34, -4, -4, 
-14, -14, 0, 14, -7, -7, -34, -73, -4, -34, 0, -4, 
-14, -14, 0, 14, -7, -7, -29, -68, 0, -34, 4, -4, 
-14, -14, 0, 14, -7, -7, -29, -68, 0, -29, 0, -9, 
-14, -14, 0, 14, -7, -7, -29, -68, 4, -29, 0, -9, 
-14, -14, 0, 14, -7, -7, -24, -63, 4, -29, 0, -9, 
-14, -14, 0, 14, -7, -7, -24, -58, 9, -24, 0, -9, 
-14, -9, 4, 12, -9, -2, -24, -58, 9, -24, 0, -9, 
-14, -9, 4, 12, -9, -2, -24, -53, 9, -24, 0, -9, 
-14, -4, 9, 9, -12, 2, -19, -53, 14, -19, 0, -9, 
-14, -4, 9, 9, -12, 2, -19, -53, 19, -19, 0, -9, 
-19, -4, 14, 12, -17, 4, -14, -48, 19, -14, -4, -9, 
-19, -4, 14, 12, -17, 4, -14, -43, 19, -14, -4, -9, 
-19, -4, 14, 12, -17, 4, -14, -43, 19, -14, -4, -9, 
-19, -4, 14, 12, -17, 4, -14, -39, 24, -9, -4, -9, 
-19, -9, 9, 14, -14, 0, -9, -39, 24, -9, -4, -9, 
-19, -14, 4, 17, -12, -4, -9, -34, 24, -9, -4, -9, 
-19, -14, 4, 17, -12, -4, -9, -34, 24, -9, -4, -9, 
-24, -14, 9, 19, -17, -2, -9, -34, 24, -9, -4, -14, 
-24, -14, 9, 19, -17, -2, -9, -34, 19, -9, -4, -14, 
-24, -14, 9, 19, -17, -2, -4, -34, 14, -9, 0, -14, 
-19, -14, 4, 17, -12, -4, -4, -29, 14, -9, 0, -14, 
-14, -14, 0, 14, -7, -7, -4, -24, 14, -9, 0, -14, 
-14, -14, 0, 14, -7, -7, -4, -24, 14, -9, 0, -14, 
-14, -14, 0, 14, -7, -7, -4, -24, 14, -9, 0, -14, 
-14, -14, 0, 14, -7, -7, -4, -24, 9, -9, 0, -14, 
-19, -14, 4, 17, -12, -4, -9, -24, 9, -9, 0, -14, 
-19, -14, 4, 17, -12, -4, -9, -34, 4, -14, 0, -14, 
-19, -19, 0, 19, -9, -9, -9, -39, 4, -14, 0, -14, 
-19, -19, 0, 19, -9, -9, -9, -39, 0, -19, -4, -14, 
